,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
4749,4749,160926.0,2,1,1,43,-1,-1,-1,-2,-2,-2,29164.0,12834.0,937.0,-24195.0,-26230.0,-17545.0,649.0,101.0,368.0,7.0,21.0,391.0,0
4750,4750,129133.0,2,1,1,31,-1,-1,-1,-1,-1,-1,3013.0,-10757.0,-38306.0,-28462.0,-8717.0,3292.0,585.0,139.0,207.0,73.0,0.0,560.0,1
4751,4751,46005.0,2,2,2,33,1,1,0,0,-1,-1,-37202.0,-10096.0,5985.0,8484.0,23438.0,51504.0,1396.0,948.0,334.0,2425.0,637.0,1309.0,1
4752,4752,377470.0,2,3,2,31,0,0,0,0,0,1,50332.0,45956.0,71733.0,64576.0,71675.0,16408.0,1686.0,10559.0,833.0,8689.0,163.0,2760.0,0
4753,4753,188638.0,2,3,1,47,-2,-2,-1,0,0,0,75393.0,49852.0,75611.0,57788.0,25085.0,31057.0,12805.0,17106.0,10977.0,16243.0,197.0,8822.0,0
4754,4754,27121.0,1,3,1,25,2,5,2,1,2,2,43750.0,76713.0,59357.0,37623.0,34087.0,45672.0,17.0,1438.0,5394.0,1012.0,1794.0,24719.0,1
4755,4755,60243.0,2,2,1,28,0,0,0,1,1,2,148408.0,103776.0,73309.0,78465.0,101231.0,115775.0,2054.0,3386.0,2793.0,8539.0,39.0,4223.0,0
4756,4756,117203.0,1,2,2,30,2,0,-1,-1,-1,-1,-25360.0,-4820.0,-13355.0,-24153.0,-15770.0,-4875.0,927.0,1220.0,40.0,1554.0,365.0,356.0,0
4757,4757,112014.0,1,1,2,24,-1,-2,-2,-2,-2,-2,-57250.0,-13187.0,-14262.0,-26114.0,-24891.0,-16591.0,1339.0,9.0,38.0,4025.0,0.0,14137.0,0
4758,4758,61391.0,1,1,3,26,1,2,2,0,2,2,-18379.0,10585.0,19653.0,23510.0,16403.0,28307.0,1169.0,11.0,4248.0,455.0,55.0,66.0,1
4759,4759,409405.0,1,1,2,28,-1,-1,-1,-1,-1,-1,82624.0,61656.0,49791.0,52903.0,25430.0,10969.0,5028.0,17235.0,5342.0,2354.0,1303.0,3022.0,1
4760,4760,314258.0,1,2,1,35,1,-2,-1,-1,-2,-2,33025.0,23846.0,11340.0,824.0,-2217.0,-10698.0,1896.0,681.0,299.0,58.0,0.0,2678.0,1
4761,4761,435046.0,1,1,1,34,-2,-2,-2,-2,-1,-1,80130.0,41174.0,66608.0,100352.0,106267.0,95674.0,1820.0,3813.0,339.0,1662.0,3815.0,30193.0,0
4762,4762,91595.0,1,1,1,34,-2,-1,-2,-1,-1,-1,-1726.0,4769.0,19442.0,44511.0,12968.0,12286.0,9675.0,26677.0,5787.0,16315.0,706.0,2131.0,0
4763,4763,253103.0,2,3,1,36,-2,-2,-1,0,0,-1,103869.0,51872.0,88203.0,135376.0,81325.0,71437.0,10823.0,2766.0,3891.0,709.0,650.0,3336.0,0
4764,4764,221748.0,2,1,1,45,-1,-2,-2,-1,-2,-1,-40797.0,-751.0,-29766.0,-25312.0,-13615.0,644.0,6553.0,5697.0,1739.0,6105.0,41.0,6739.0,0
4765,4765,50116.0,2,1,2,23,-2,-2,0,-1,-2,-1,-35316.0,-3136.0,2662.0,-31116.0,-27103.0,-20866.0,4011.0,727.0,317.0,277.0,350.0,4438.0,0
4766,4766,72947.0,1,2,2,25,0,0,-1,-1,-1,-1,70830.0,10580.0,14632.0,9819.0,6487.0,13268.0,109.0,88.0,2039.0,3130.0,477.0,7858.0,0
4767,4767,29396.0,2,2,2,25,-1,0,1,1,1,1,17635.0,37631.0,31040.0,9783.0,4732.0,-7023.0,6890.0,3722.0,2458.0,6728.0,1797.0,4616.0,0
4768,4768,64714.0,1,1,3,36,0,-1,-2,-1,-1,-1,-16798.0,540.0,-18913.0,-44872.0,-19917.0,-34763.0,236.0,329.0,41.0,38.0,0.0,14.0,0
4769,4769,108782.0,2,2,2,28,0,0,1,1,0,-1,-3438.0,-10094.0,-33004.0,-61617.0,-40381.0,-63771.0,8632.0,4516.0,765.0,7401.0,1364.0,2747.0,0
4770,4770,48086.0,2,2,1,26,1,0,-1,0,0,0,10903.0,23894.0,24226.0,29933.0,45676.0,38195.0,1845.0,1268.0,16369.0,7718.0,2735.0,11369.0,0
4771,4771,19698.0,1,1,1,24,0,-1,-1,0,-1,-1,1136.0,-1403.0,-5909.0,3151.0,-9996.0,-4256.0,1541.0,1668.0,785.0,6.0,6.0,162.0,0
4772,4772,145281.0,2,1,2,25,-2,-1,-1,-1,-1,-1,30315.0,34473.0,28457.0,7785.0,16647.0,9962.0,15127.0,14636.0,4013.0,15827.0,2128.0,12063.0,0
4773,4773,65398.0,2,2,1,22,0,-1,-1,-1,-1,-1,38617.0,41287.0,11280.0,6745.0,21780.0,-13519.0,9247.0,185.0,2461.0,557.0,0.0,431.0,0
4774,4774,345576.0,1,2,1,37,-2,-2,-2,-2,-2,-2,-54413.0,-35931.0,-65109.0,-71056.0,-36488.0,-47773.0,10904.0,1745.0,3708.0,9428.0,0.0,1524.0,0
4775,4775,69455.0,2,2,1,33,-2,-2,-2,-2,-1,-2,-45351.0,-26919.0,-30506.0,-17817.0,-1201.0,11521.0,11804.0,6923.0,8403.0,2673.0,137.0,3172.0,0
4776,4776,27110.0,1,3,2,29,3,2,2,2,1,1,91189.0,61059.0,106754.0,111743.0,117390.0,91626.0,8077.0,30678.0,14481.0,3926.0,10552.0,11433.0,0
4777,4777,25462.0,1,1,2,28,-1,-1,0,1,1,-1,88121.0,33130.0,50011.0,66950.0,41834.0,34094.0,22701.0,1446.0,8371.0,4053.0,50.0,488.0,0
4778,4778,454923.0,2,2,2,24,-1,-1,0,0,-1,-1,51935.0,63652.0,65493.0,62756.0,60101.0,39029.0,1502.0,6542.0,1799.0,11732.0,211.0,10521.0,0
4779,4779,217291.0,1,2,2,45,0,0,0,-1,-1,-1,244647.0,209794.0,146431.0,105960.0,101412.0,120205.0,20581.0,5910.0,5179.0,1440.0,1020.0,1744.0,0
4780,4780,199582.0,1,2,1,38,1,3,4,2,1,1,97739.0,94074.0,107413.0,78716.0,58846.0,31807.0,5019.0,10007.0,4832.0,21264.0,2382.0,658.0,1
4781,4781,264801.0,1,3,3,46,-1,0,0,1,1,1,3258.0,4501.0,44099.0,37979.0,47018.0,27683.0,6963.0,13640.0,13742.0,23254.0,17656.0,2281.0,1
4782,4782,48137.0,1,1,1,26,1,0,1,0,-1,-1,-83623.0,-8380.0,-53703.0,-61127.0,-21159.0,-26504.0,23672.0,2748.0,1456.0,120.0,8.0,103.0,1
4783,4783,110100.0,1,3,1,40,-1,0,0,-1,-2,-2,-98001.0,-27261.0,-60943.0,-60511.0,-35023.0,-42352.0,5589.0,378.0,382.0,1271.0,0.0,1147.0,0
4784,4784,24939.0,2,5,2,29,1,0,0,0,-1,0,16549.0,26274.0,3399.0,4848.0,-9381.0,-12149.0,5696.0,2762.0,1287.0,4121.0,491.0,90.0,1
4785,4785,499147.0,2,2,1,56,0,-1,0,0,-1,0,-15753.0,2741.0,-15298.0,-17333.0,-2299.0,18907.0,8459.0,125.0,3116.0,19094.0,3578.0,11526.0,0
4786,4786,379216.0,2,2,1,35,-1,0,-1,-2,-2,-1,133502.0,147230.0,135227.0,98737.0,79721.0,85117.0,9099.0,9156.0,1531.0,5392.0,17278.0,11988.0,1
4787,4787,319298.0,2,1,1,36,-1,0,0,1,1,1,56254.0,54536.0,36527.0,52833.0,49345.0,49481.0,10031.0,29902.0,20363.0,15607.0,2046.0,5474.0,0
4788,4788,109423.0,1,1,1,37,0,0,0,-1,0,-1,65721.0,59507.0,11028.0,37404.0,9796.0,17807.0,2888.0,157.0,5287.0,5454.0,1172.0,1486.0,1
4789,4789,29445.0,2,1,3,28,0,0,0,0,0,1,26075.0,22808.0,25281.0,69577.0,54685.0,83133.0,14300.0,10400.0,20040.0,1847.0,2417.0,2513.0,1
4790,4790,50960.0,1,5,2,30,0,-1,1,0,-1,0,18590.0,14348.0,9917.0,1151.0,-4491.0,-8333.0,3594.0,197.0,46.0,3718.0,30.0,1903.0,0
4791,4791,200877.0,1,2,1,53,-1,-1,-1,-2,-2,-2,139954.0,53939.0,34353.0,-8424.0,-7569.0,-20980.0,1579.0,1406.0,2229.0,41.0,0.0,0.0,0
4792,4792,166717.0,2,2,2,24,1,0,1,1,0,0,92865.0,133034.0,103471.0,112521.0,71407.0,64244.0,17092.0,2959.0,6493.0,6230.0,321.0,9595.0,0
4793,4793,72855.0,2,2,2,27,0,2,2,3,3,2,58135.0,63801.0,120801.0,85574.0,75982.0,75827.0,13226.0,36421.0,3683.0,22943.0,19116.0,37770.0,1
4794,4794,87302.0,1,2,1,45,2,1,0,0,0,0,154664.0,96940.0,96812.0,126975.0,118448.0,107582.0,547.0,3683.0,2384.0,14233.0,2565.0,1284.0,1
4795,4795,139142.0,2,1,1,30,1,-1,-1,-1,-1,-1,154746.0,97595.0,82482.0,64942.0,55939.0,33631.0,1958.0,4515.0,1210.0,14708.0,0.0,94.0,0
4796,4796,54008.0,2,1,1,57,-1,-1,-2,-1,-2,-1,85746.0,49928.0,58498.0,46238.0,30039.0,58627.0,4.0,1301.0,154.0,2908.0,4.0,2157.0,1
4797,4797,108667.0,2,2,3,26,-2,-2,-1,-1,-1,1,78782.0,63379.0,77003.0,87617.0,76911.0,78798.0,21755.0,4541.0,4083.0,21141.0,15993.0,40888.0,0
4798,4798,109817.0,2,1,2,40,-1,-2,-1,-2,-1,-1,38669.0,27837.0,23300.0,41172.0,57723.0,79363.0,20955.0,1439.0,8960.0,8478.0,80.0,15447.0,0
4799,4799,86891.0,2,2,2,33,1,0,-1,-1,-1,-1,143739.0,67322.0,65816.0,63752.0,31954.0,56235.0,125.0,3521.0,2456.0,883.0,2072.0,767.0,1
4800,4800,209588.0,2,3,1,38,1,1,1,1,0,1,46572.0,37521.0,80716.0,104964.0,75166.0,71021.0,2498.0,46041.0,10272.0,24071.0,508.0,36195.0,0
4801,4801,51171.0,1,3,3,34,-1,-1,-2,-2,-1,-2,-8827.0,-20720.0,-16534.0,-39877.0,-19386.0,-10491.0,214.0,1194.0,469.0,103.0,3.0,1377.0,0
4802,4802,82401.0,2,2,2,42,-2,-1,-1,0,-1,-1,25181.0,28907.0,39047.0,38623.0,44558.0,31763.0,16740.0,66452.0,12588.0,30174.0,17768.0,51741.0,0
4803,4803,145196.0,1,2,2,51,-1,-1,-1,-1,-2,-2,-96079.0,-30036.0,-65369.0,-65458.0,-47520.0,-66153.0,216.0,646.0,32.0,1205.0,0.0,2.0,0
4804,4804,105248.0,2,2,1,31,2,0,-1,-1,-2,-1,-11514.0,-17475.0,-23377.0,1661.0,11937.0,18320.0,78.0,8.0,168.0,2070.0,1.0,3897.0,0
4805,4805,402236.0,2,1,2,25,-1,-1,-1,-2,-2,-2,80027.0,36452.0,33344.0,92396.0,24218.0,36112.0,3039.0,171.0,13889.0,1463.0,73.0,7624.0,0
4806,4806,451489.0,1,2,1,56,0,-1,-1,-2,-1,-1,65007.0,59875.0,22950.0,5762.0,33593.0,44651.0,6126.0,6043.0,20435.0,3651.0,25.0,3055.0,0
4807,4807,69944.0,1,2,2,33,-1,0,1,1,0,0,-21507.0,-9118.0,-15328.0,21297.0,35091.0,40549.0,2118.0,818.0,173.0,1879.0,134.0,1429.0,0
4808,4808,275630.0,2,1,1,31,0,0,0,-1,-1,-1,21436.0,-575.0,39494.0,62953.0,52941.0,59911.0,1689.0,15149.0,99.0,4452.0,7.0,7764.0,0
4809,4809,26983.0,2,2,1,44,2,2,2,3,1,1,-48261.0,-17850.0,-31753.0,-11408.0,-3955.0,-7393.0,1965.0,62.0,1437.0,2586.0,18.0,7025.0,0
4810,4810,31902.0,2,2,2,40,1,1,0,1,2,2,93957.0,96434.0,60942.0,38210.0,31668.0,41048.0,10826.0,13751.0,3391.0,2011.0,3162.0,3536.0,0
4811,4811,182140.0,2,2,2,44,-1,0,0,-1,-1,-2,-73116.0,-17145.0,-31493.0,-32194.0,2749.0,-3602.0,1602.0,7970.0,4146.0,10778.0,844.0,4812.0,0
4812,4812,103883.0,1,1,3,30,-2,1,0,0,0,0,167677.0,143146.0,191596.0,181964.0,154726.0,163068.0,5949.0,32946.0,22510.0,18124.0,4498.0,14562.0,0
4813,4813,141312.0,1,3,1,35,0,0,0,1,0,0,55888.0,87744.0,80220.0,116338.0,80187.0,78305.0,6479.0,10459.0,902.0,1086.0,1563.0,1998.0,0
4814,4814,49686.0,1,2,1,40,1,2,1,3,2,5,142061.0,125381.0,118012.0,92183.0,96281.0,93122.0,5904.0,11733.0,14426.0,74165.0,2189.0,20539.0,1
4815,4815,203650.0,2,1,3,23,1,1,2,1,0,0,101759.0,64756.0,81765.0,81741.0,81018.0,97731.0,20250.0,5275.0,2953.0,3249.0,1320.0,15241.0,0
4816,4816,94701.0,1,1,2,27,1,2,2,2,1,1,71165.0,35847.0,37450.0,64815.0,45857.0,72855.0,11977.0,15807.0,16331.0,10205.0,8291.0,21584.0,0
4817,4817,190014.0,1,1,2,44,-1,0,0,1,0,0,33871.0,50319.0,44030.0,53583.0,50671.0,67127.0,956.0,10377.0,9420.0,2859.0,12.0,4908.0,0
4818,4818,147142.0,1,5,2,45,0,-1,-1,-1,-1,-1,37941.0,15614.0,1777.0,12698.0,17140.0,25052.0,10885.0,2646.0,8071.0,304.0,7192.0,1024.0,0
4819,4819,411586.0,2,1,2,66,0,-1,-1,-2,-1,-2,87202.0,66780.0,38246.0,25065.0,3420.0,-8960.0,593.0,5468.0,3309.0,186.0,402.0,3334.0,0
4820,4820,318564.0,1,2,1,32,-1,-2,-2,-2,-1,-2,-16454.0,-15553.0,-38191.0,-23636.0,-4902.0,-1752.0,2471.0,221.0,400.0,265.0,4.0,15.0,1
4821,4821,113031.0,2,2,3,27,1,1,0,0,-1,-1,39927.0,50519.0,37266.0,30078.0,23579.0,10158.0,5325.0,20499.0,3881.0,26199.0,2474.0,18450.0,0
4822,4822,391979.0,1,3,1,55,-1,-1,-2,-1,0,-1,9544.0,1719.0,9019.0,9124.0,8919.0,2848.0,2054.0,18767.0,6060.0,3297.0,79.0,1410.0,0
4823,4823,199239.0,2,2,1,56,-1,-2,-1,-1,-1,-1,81810.0,74808.0,110314.0,108379.0,104568.0,92717.0,4216.0,4883.0,4077.0,16026.0,327.0,11342.0,0
4824,4824,105083.0,1,1,1,42,-1,-2,-1,0,0,-1,121609.0,95050.0,76802.0,53487.0,68799.0,44145.0,17328.0,20066.0,9056.0,19522.0,5248.0,10157.0,0
4825,4825,57970.0,1,5,1,40,1,0,0,0,-1,-1,19912.0,26238.0,26627.0,17218.0,3275.0,-1019.0,833.0,103.0,647.0,87.0,0.0,157.0,1
4826,4826,61360.0,1,2,2,21,-2,-2,-2,-2,-2,-1,-67958.0,-25298.0,-27735.0,8072.0,-9544.0,-8572.0,716.0,184.0,641.0,5060.0,18.0,2193.0,0
4827,4827,275728.0,2,2,1,28,0,-1,0,-1,-2,-1,90602.0,75027.0,107628.0,63346.0,45611.0,32860.0,17453.0,12011.0,2240.0,8452.0,842.0,3580.0,0
4828,4828,56386.0,2,1,1,26,2,2,1,1,3,3,50289.0,26496.0,46137.0,60559.0,51358.0,54392.0,8462.0,14245.0,21427.0,19164.0,9576.0,7955.0,0
4829,4829,139371.0,2,1,1,37,-1,-1,0,0,-1,-1,57782.0,51088.0,40102.0,7337.0,11768.0,38862.0,17803.0,4412.0,7203.0,4698.0,793.0,7237.0,0
4830,4830,151574.0,1,1,2,27,0,0,-1,-1,-1,-1,91720.0,59189.0,49883.0,4471.0,-9191.0,-8402.0,200.0,4194.0,432.0,3711.0,12.0,821.0,1
4831,4831,118411.0,2,2,3,24,0,-2,-2,-2,0,0,31979.0,10368.0,-10048.0,12521.0,-1459.0,-10912.0,168.0,43.0,1376.0,2489.0,85.0,629.0,0
4832,4832,112751.0,2,1,1,43,0,1,3,3,2,2,126925.0,112463.0,92385.0,102621.0,62081.0,47654.0,31435.0,850.0,7402.0,14219.0,1722.0,7061.0,0
4833,4833,87163.0,2,1,2,46,0,1,0,0,0,1,-131294.0,-27252.0,-57458.0,-42008.0,-11951.0,-14799.0,1403.0,568.0,3234.0,2692.0,1103.0,604.0,0
4834,4834,203431.0,2,2,1,24,2,1,1,0,0,-1,180561.0,144128.0,160125.0,170411.0,106295.0,114391.0,8258.0,352.0,4304.0,80.0,1.0,340.0,0
4835,4835,63675.0,1,2,2,33,1,2,2,3,3,2,102003.0,39358.0,53615.0,47031.0,11285.0,-9143.0,15031.0,19450.0,4388.0,3628.0,69.0,11107.0,0
4836,4836,282908.0,2,1,1,35,-2,-2,-2,-2,-2,-1,72430.0,106225.0,86204.0,66995.0,46157.0,98904.0,36935.0,2147.0,5933.0,3631.0,720.0,736.0,0
4837,4837,182483.0,2,1,1,46,-2,-1,-1,-1,-1,-1,-27160.0,-23437.0,-12734.0,-12806.0,-8487.0,-6019.0,1777.0,677.0,18198.0,2647.0,6743.0,6054.0,0
4838,4838,256904.0,2,2,2,32,-1,0,-1,-2,-2,-1,33582.0,56506.0,42275.0,33758.0,33917.0,39329.0,3861.0,979.0,4666.0,12262.0,367.0,8647.0,0
4839,4839,65980.0,2,2,2,44,1,0,1,0,-1,-1,10287.0,55861.0,49223.0,52647.0,30696.0,42941.0,18096.0,3255.0,2389.0,664.0,2365.0,2616.0,0
4840,4840,553227.0,1,2,2,40,1,0,0,-1,-1,0,131957.0,87913.0,93762.0,30630.0,20602.0,18395.0,3635.0,8074.0,4461.0,490.0,272.0,6688.0,0
4841,4841,33709.0,2,2,1,32,-1,-1,1,-1,-1,-1,7092.0,19985.0,-20178.0,-32286.0,-22505.0,-60564.0,5163.0,10.0,645.0,164.0,0.0,9.0,0
4842,4842,84461.0,1,1,2,33,-1,-1,-2,-1,-1,-2,18677.0,209.0,-16312.0,-17929.0,-11001.0,3550.0,754.0,10256.0,731.0,2439.0,373.0,4828.0,0
4843,4843,268278.0,1,1,2,25,0,0,-1,-1,0,0,168198.0,165749.0,116658.0,148789.0,122026.0,101340.0,9469.0,8352.0,22278.0,7611.0,5289.0,784.0,0
4844,4844,123428.0,2,2,1,29,1,2,1,0,0,0,11757.0,10293.0,-21748.0,-3770.0,-8193.0,-7573.0,129.0,216.0,6090.0,1116.0,3.0,4240.0,0
4845,4845,51562.0,2,2,2,39,0,0,0,0,1,0,-34354.0,13459.0,-8939.0,-19325.0,-6851.0,24424.0,6367.0,1491.0,10044.0,8266.0,2294.0,2363.0,0
4846,4846,90847.0,1,2,2,27,0,0,-1,0,-1,-2,-11318.0,-1222.0,-26138.0,-29748.0,-33392.0,-37064.0,108.0,6157.0,9.0,1018.0,54.0,0.0,1
4847,4847,161361.0,1,3,1,34,1,1,0,1,0,0,100193.0,52709.0,58569.0,30435.0,33466.0,35451.0,2293.0,2845.0,399.0,3678.0,0.0,5302.0,1
4848,4848,45174.0,1,3,1,36,0,1,0,0,0,0,46695.0,57685.0,39548.0,7248.0,34046.0,22208.0,1434.0,8225.0,5155.0,19119.0,3952.0,5874.0,0
4849,4849,25178.0,2,2,1,26,0,1,0,1,1,1,104531.0,74100.0,98793.0,51566.0,25810.0,40600.0,4776.0,9658.0,10458.0,749.0,12464.0,6287.0,0
4850,4850,164660.0,2,3,1,58,0,-1,-1,-1,-1,-1,-64056.0,-35306.0,-23419.0,-33868.0,-725.0,-1018.0,807.0,4025.0,927.0,604.0,80.0,4350.0,1
4851,4851,417385.0,2,2,1,33,-1,-1,-1,-1,-1,-1,109297.0,92136.0,63108.0,73404.0,29611.0,35703.0,6087.0,4254.0,3112.0,1326.0,120.0,1995.0,1
4852,4852,151532.0,2,1,2,34,0,0,-1,-1,-1,0,45581.0,37542.0,46887.0,37249.0,15164.0,1856.0,333.0,9330.0,4252.0,1638.0,4.0,164.0,0
4853,4853,67515.0,1,3,1,39,-1,-1,0,-1,-1,0,31085.0,30814.0,22245.0,13035.0,7092.0,19818.0,673.0,4213.0,1543.0,5471.0,1375.0,2448.0,0
4854,4854,54651.0,2,2,2,27,1,2,2,1,1,1,138796.0,143230.0,136265.0,90207.0,93818.0,78739.0,6190.0,21738.0,6092.0,20314.0,3458.0,966.0,0
4855,4855,25179.0,2,3,2,23,1,1,2,2,3,2,6146.0,57545.0,41105.0,34367.0,27278.0,31372.0,30821.0,6039.0,31754.0,1839.0,713.0,1887.0,1
4856,4856,138843.0,2,2,1,31,0,-2,-1,-2,-2,-2,53362.0,18380.0,-12017.0,-50870.0,-40830.0,-41802.0,1745.0,111.0,52.0,517.0,0.0,4.0,0
4857,4857,380839.0,1,1,1,43,0,-1,0,0,0,0,165542.0,176230.0,141631.0,147962.0,79418.0,57015.0,29961.0,39275.0,28904.0,10384.0,10257.0,27269.0,0
4858,4858,45200.0,2,2,2,54,-1,0,0,-1,-1,-1,-10042.0,-18113.0,-22496.0,-29920.0,-4156.0,-6665.0,512.0,2010.0,5851.0,666.0,22.0,6595.0,1
4859,4859,44320.0,2,2,2,26,1,0,2,1,1,0,154457.0,147787.0,133177.0,113946.0,107572.0,117505.0,36616.0,10078.0,36962.0,21548.0,37379.0,46240.0,0
4860,4860,348570.0,2,1,1,42,-2,-2,-2,-2,-2,-2,-9224.0,2309.0,-3789.0,1312.0,-11121.0,-20101.0,588.0,4538.0,1912.0,6586.0,520.0,2742.0,0
4861,4861,118391.0,1,1,3,30,-2,-1,-2,-2,-2,-2,8076.0,7150.0,15748.0,21284.0,-492.0,14669.0,177.0,8587.0,1395.0,6965.0,1368.0,1138.0,0
4862,4862,87830.0,2,1,2,39,2,0,0,1,3,1,115114.0,67099.0,70637.0,63083.0,45889.0,72118.0,3895.0,5729.0,13662.0,3320.0,888.0,11375.0,0
4863,4863,28324.0,2,2,2,31,1,1,0,0,0,0,14424.0,9021.0,-11298.0,19761.0,7039.0,892.0,358.0,14184.0,5152.0,2505.0,3634.0,36716.0,1
4864,4864,187121.0,1,2,1,53,0,1,1,-1,0,0,10737.0,75061.0,13288.0,36926.0,43828.0,38093.0,32097.0,809.0,4971.0,10612.0,23.0,25929.0,0
4865,4865,73829.0,2,2,2,24,1,1,2,1,1,2,129190.0,152750.0,151498.0,127977.0,70154.0,72076.0,18242.0,2621.0,10593.0,4251.0,303.0,2969.0,0
4866,4866,75971.0,2,3,3,26,0,-1,-1,0,-1,0,89340.0,108506.0,121602.0,93903.0,62180.0,91860.0,33630.0,41506.0,10004.0,25096.0,11799.0,14871.0,1
4867,4867,24082.0,2,2,1,29,1,1,0,1,0,0,70445.0,15945.0,18725.0,17576.0,-1540.0,5915.0,1150.0,2611.0,132.0,2868.0,1536.0,440.0,0
4868,4868,39613.0,2,1,1,40,0,1,1,2,1,1,-74515.0,-25193.0,-33362.0,-31760.0,-19200.0,21473.0,4132.0,22743.0,7908.0,197.0,10.0,2126.0,0
4869,4869,17403.0,2,1,2,32,2,1,0,0,0,-1,-16481.0,-8782.0,-24726.0,-25956.0,-17034.0,-33004.0,29.0,162.0,19.0,17.0,6.0,193.0,1
4870,4870,263189.0,1,2,1,40,-1,-2,-2,0,0,0,133861.0,46533.0,74684.0,95845.0,56526.0,38881.0,2936.0,16422.0,24839.0,26475.0,3601.0,7698.0,0
4871,4871,199118.0,1,2,1,43,-1,-1,0,1,0,0,34865.0,23432.0,31541.0,73497.0,78723.0,78156.0,12167.0,17014.0,7525.0,11186.0,433.0,1477.0,0
4872,4872,65732.0,2,3,1,50,0,0,1,0,-1,-1,60908.0,42571.0,36348.0,-2750.0,20621.0,18181.0,8687.0,2588.0,263.0,179.0,388.0,2662.0,0
4873,4873,54962.0,1,1,2,28,0,-1,-1,-1,0,1,69729.0,72450.0,54742.0,54976.0,69028.0,70222.0,4228.0,4275.0,22240.0,16301.0,648.0,10100.0,1
4874,4874,354858.0,2,2,2,41,1,1,1,0,0,0,74987.0,34309.0,73631.0,110038.0,61171.0,70236.0,398.0,5413.0,10437.0,359.0,146.0,20100.0,1
4875,4875,237891.0,2,2,2,24,0,0,-1,2,2,0,168447.0,158735.0,281395.0,181243.0,107817.0,102003.0,5979.0,102839.0,3727.0,7365.0,958.0,15502.0,0
4876,4876,178906.0,1,1,1,47,1,0,1,1,1,1,45361.0,39488.0,46042.0,51446.0,45740.0,76762.0,33869.0,7796.0,6094.0,13697.0,3130.0,12607.0,0
4877,4877,103819.0,1,2,2,39,-1,-1,-1,-1,-2,-1,9907.0,24060.0,1039.0,-10225.0,19920.0,35151.0,18680.0,2617.0,5334.0,8702.0,5095.0,21932.0,1
4878,4878,50784.0,2,2,1,33,0,0,1,1,0,-1,46004.0,47700.0,24629.0,30291.0,34444.0,26628.0,4581.0,3695.0,1581.0,657.0,134.0,5105.0,0
4879,4879,29055.0,1,2,2,38,1,2,2,3,2,1,102948.0,119662.0,131923.0,151906.0,111594.0,71209.0,2398.0,2372.0,745.0,853.0,1061.0,4333.0,0
4880,4880,145133.0,1,3,2,24,0,-1,-1,0,0,0,33090.0,25274.0,43778.0,17568.0,13084.0,32610.0,380.0,3069.0,2225.0,23579.0,5393.0,6571.0,0
4881,4881,57834.0,1,1,1,33,0,1,2,2,2,2,33760.0,36260.0,92012.0,66812.0,63909.0,75988.0,25977.0,1984.0,1698.0,7782.0,4791.0,7284.0,1
4882,4882,476110.0,2,2,2,29,-1,0,0,0,0,-1,119347.0,145145.0,160675.0,152197.0,118647.0,128208.0,73226.0,37339.0,62983.0,7494.0,11866.0,6680.0,1
4883,4883,67477.0,2,2,3,22,1,0,0,1,1,2,24522.0,56763.0,68225.0,99251.0,54489.0,46964.0,22133.0,31235.0,6830.0,15022.0,7565.0,4218.0,0
4884,4884,95536.0,1,2,1,43,2,2,1,2,2,2,83628.0,53291.0,47940.0,27553.0,13954.0,28743.0,11533.0,25799.0,11891.0,9922.0,24051.0,15153.0,1
4885,4885,197588.0,2,1,1,42,0,0,-1,-1,-1,-1,38341.0,27419.0,21265.0,20994.0,17861.0,19515.0,5186.0,5951.0,7149.0,9339.0,0.0,1245.0,0
4886,4886,55622.0,2,2,1,44,0,1,1,1,0,-1,665.0,28585.0,9525.0,4264.0,-15283.0,-36358.0,2156.0,2441.0,63.0,1.0,10.0,438.0,0
4887,4887,287473.0,2,3,3,23,0,-1,-1,0,0,-1,-35857.0,-16005.0,-19773.0,-8290.0,-2049.0,-72.0,123.0,4424.0,1256.0,455.0,1833.0,9905.0,1
4888,4888,41918.0,2,5,2,32,-1,0,-1,-1,-2,-1,93095.0,55366.0,50248.0,33360.0,29575.0,55137.0,2369.0,9586.0,1880.0,9282.0,1824.0,2817.0,0
4889,4889,674147.0,2,3,1,44,0,0,0,0,-1,-1,128728.0,135071.0,161595.0,167522.0,129939.0,174927.0,3286.0,426.0,1083.0,3515.0,791.0,2125.0,1
4890,4890,489207.0,2,2,2,26,1,0,-1,-1,-1,0,287627.0,270302.0,306411.0,318766.0,214162.0,211330.0,414.0,4110.0,2953.0,3265.0,71.0,8468.0,1
4891,4891,293031.0,2,2,2,46,-1,-2,-2,-2,-2,-2,-3828.0,-9692.0,-3107.0,13486.0,-1884.0,-12648.0,5353.0,762.0,14.0,3418.0,63.0,94.0,0
4892,4892,335252.0,1,5,2,54,2,3,2,3,2,1,268616.0,269318.0,266548.0,247466.0,252941.0,201408.0,3497.0,23318.0,9903.0,19365.0,27994.0,29119.0,0
