,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
235,3,4.0,4,3,250.0,3,1,4.0,2,2,1.0,0,19.0,2,2,1.0,1,1.0,0,1,0
236,3,4.0,4,2,250.0,4,2,4.0,3,2,1.0,0,19.0,0,0,1.0,3,1.0,0,1,1
237,0,4.0,1,6,18424.0,0,2,1.0,0,1,4.0,3,19.0,2,2,4.0,1,2.0,1,0,0
238,3,72.0,4,9,250.0,4,1,1.0,3,1,4.0,3,19.0,0,0,4.0,0,1.0,0,1,1
239,3,72.0,2,0,250.0,4,0,1.0,3,0,4.0,0,19.0,0,0,4.0,3,1.0,0,1,1
240,0,4.0,4,9,250.0,0,2,1.0,0,2,1.0,3,19.0,2,2,4.0,0,2.0,1,0,0
241,3,4.0,4,0,250.0,4,0,4.0,1,1,4.0,0,19.0,2,0,1.0,1,1.0,0,1,1
242,0,4.0,3,9,250.0,3,4,1.0,2,0,1.0,3,75.0,1,0,1.0,0,2.0,1,0,0
243,0,4.0,0,1,18424.0,0,3,1.0,3,0,1.0,3,75.0,0,2,4.0,3,1.0,1,1,1
244,3,72.0,3,0,18424.0,3,0,4.0,3,0,1.0,0,19.0,0,2,1.0,3,1.0,0,1,0
245,1,4.0,3,8,250.0,4,4,1.0,2,0,4.0,2,19.0,0,0,1.0,2,1.0,0,0,1
246,3,72.0,3,4,250.0,0,3,1.0,3,2,1.0,0,19.0,0,0,1.0,3,1.0,1,1,1
247,1,72.0,0,0,18424.0,1,3,3.059273838996887,2,0,4.0,2,19.0,0,2,4.0,2,1.0,1,1,1
248,2,4.0,4,0,18424.0,0,0,1.0,0,1,1.0,3,19.0,2,2,1.0,2,2.0,0,0,0
249,2,72.0,4,9,250.0,4,2,1.0,3,0,1.0,0,75.0,0,2,1.0,1,2.0,0,0,0
250,0,4.0,2,9,18424.0,3,4,1.0,0,0,1.0,3,75.0,2,2,1.0,0,2.0,1,0,0
251,3,72.0,0,1,18424.0,4,3,1.0,1,0,1.0,3,19.0,2,2,1.0,0,1.0,0,0,0
252,2,4.0,2,0,250.0,0,0,1.0,0,2,4.0,0,19.0,2,2,1.0,2,2.0,0,1,0
253,0,4.0,1,1,250.0,2,4,1.0,0,0,1.0,3,75.0,0,0,1.0,0,1.0,0,0,1
254,2,72.0,0,0,250.0,1,1,4.0,3,0,1.0,3,19.0,1,1,1.0,2,1.0,0,1,1
255,3,72.0,4,9,18424.0,4,4,1.0,1,0,4.0,0,19.0,0,0,1.0,1,1.0,0,0,1
256,3,72.0,2,1,250.0,2,0,1.345688819885254,3,2,4.0,0,19.0,0,0,1.0,2,1.0,0,1,0
257,0,4.0,4,9,250.0,4,0,1.0,2,1,1.0,0,19.0,2,0,1.0,0,1.0,0,0,0
258,2,4.0,3,9,18424.0,4,4,1.0,0,0,1.0,1,19.0,0,1,1.0,2,2.0,0,0,0
259,3,72.0,0,8,250.0,4,3,4.0,3,1,4.0,0,19.0,0,1,4.0,0,1.0,1,1,1
260,3,72.0,3,8,250.0,3,3,1.0,3,2,4.0,0,19.0,0,0,1.0,2,2.0,1,1,1
261,0,4.0,0,9,18424.0,4,4,1.0,0,0,1.0,3,19.0,1,2,4.0,0,1.0,1,0,0
262,3,4.0,0,0,250.0,4,4,1.0,3,2,1.0,0,19.0,0,0,1.0,1,1.0,0,1,1
263,0,4.0,0,0,250.0,0,4,1.0,2,2,1.0,0,19.0,2,2,4.0,3,2.0,1,1,1
264,0,4.0,0,5,250.0,1,3,1.0,3,2,1.0,0,75.0,0,2,1.0,2,1.0,1,1,0
265,3,72.0,4,8,250.0,4,1,1.0,2,2,1.0,0,19.0,2,0,1.0,1,1.0,0,1,1
266,3,4.0,3,0,250.0,2,1,1.0,1,2,4.0,3,19.0,2,2,1.0,3,2.0,0,0,0
267,1,4.0,0,6,250.0,3,0,4.0,3,2,1.0,0,19.0,2,2,1.0,0,1.0,1,1,0
268,1,4.0,3,3,250.0,1,1,1.0,1,2,1.0,0,19.0,0,0,4.0,3,2.0,0,1,1
269,3,72.0,3,0,250.0,4,0,4.0,3,2,4.0,0,19.0,0,0,1.0,3,1.0,0,1,1
270,3,4.0,0,0,250.0,0,4,4.0,2,0,1.0,1,19.0,0,2,4.0,3,1.0,1,1,1
271,0,4.0,0,1,250.0,0,4,1.0,0,0,1.0,2,19.0,0,2,4.0,3,2.0,1,0,1
272,2,4.0,4,9,18424.0,4,4,1.0,0,0,1.0,3,19.0,2,0,1.0,3,2.0,0,0,0
273,1,4.0,4,9,250.0,0,4,1.0,1,2,4.0,3,19.0,1,0,4.0,3,2.0,1,0,0
274,1,4.0,3,0,250.0,2,0,4.0,3,2,4.0,0,19.0,2,2,1.0,3,1.0,0,1,0
275,3,72.0,0,7,250.0,1,3,1.0,1,2,1.0,0,19.0,2,2,1.0,1,1.0,1,1,1
276,0,4.0,0,9,250.0,3,4,1.0,0,0,1.0,3,19.0,1,1,4.0,0,1.0,1,0,1
277,3,72.0,4,5,18424.0,0,1,1.0,3,2,1.0,3,19.0,0,2,4.0,1,2.0,1,1,1
278,2,4.0,1,9,18424.0,2,4,1.0,0,0,1.0,3,19.0,0,0,4.0,3,2.0,1,0,1
279,0,4.0,0,1,250.0,1,3,1.0,0,1,1.0,0,19.0,0,0,1.0,3,1.0,1,1,1
280,0,4.0,4,4,250.0,4,0,4.0,0,1,1.0,1,19.0,0,1,1.0,3,1.0,0,1,1
281,3,4.0,4,9,18424.0,1,0,4.0,1,2,4.0,2,19.0,1,2,1.0,3,1.0,1,1,0
282,0,4.0,4,4,250.0,1,1,1.0,3,2,1.0,1,19.0,1,0,1.0,3,2.0,1,0,0
283,3,72.0,0,0,18424.0,3,1,1.0,1,0,1.0,3,19.0,0,0,1.0,0,1.0,0,0,1
284,2,4.0,4,7,250.0,4,3,1.0,3,0,1.0,0,75.0,0,1,1.0,2,2.0,1,0,0
285,3,4.0,4,0,250.0,1,0,4.0,3,2,4.0,0,75.0,0,0,1.0,3,1.0,0,1,1
286,2,72.0,4,1,18424.0,3,1,1.0,3,0,1.0,3,19.0,0,0,4.0,0,2.0,1,0,1
287,3,4.0,4,2,18424.0,3,3,4.0,3,0,4.0,1,19.0,1,2,1.0,3,2.0,1,0,0
288,0,4.0,0,9,18424.0,3,4,1.0,0,0,1.0,3,75.0,2,2,4.0,0,2.0,1,0,0
289,2,4.0,4,7,18424.0,2,0,1.0,2,1,4.0,3,75.0,2,0,1.0,0,1.0,0,0,0
290,0,72.0,3,4,250.0,4,0,4.0,3,2,1.0,0,19.0,1,2,1.0,3,1.0,0,1,0
291,2,4.0,4,9,18424.0,2,1,1.0,3,1,1.0,3,19.0,0,0,1.0,3,2.0,1,0,1
292,1,72.0,4,9,18424.0,0,0,1.0,3,0,1.0,3,19.0,0,1,4.0,0,2.0,1,0,1
293,0,72.0,3,9,250.0,4,0,4.0,3,2,1.0,0,75.0,1,2,4.0,2,1.0,1,1,1
294,3,72.0,0,0,18424.0,4,0,1.0,0,0,4.0,3,19.0,2,0,1.0,0,1.0,0,0,1
295,1,4.0,2,9,250.0,4,3,1.0,3,0,1.0,1,19.0,2,1,4.0,0,1.0,1,1,1
296,2,4.0,3,9,250.0,4,4,1.0,3,0,1.0,0,19.0,1,2,1.0,0,2.0,1,0,0
297,0,4.0,0,0,250.0,0,3,1.0,1,0,1.0,3,22.43782901763916,0,2,4.0,2,1.0,1,1,1
298,0,4.0,4,9,250.0,4,4,1.0,0,0,1.0,3,75.0,1,1,1.0,2,2.0,0,0,0
299,3,4.0,4,9,18424.0,4,4,1.0,0,1,1.0,1,19.0,1,0,1.0,1,1.0,1,1,0
300,2,4.0,2,0,18424.0,0,0,1.0,3,2,1.0,3,19.0,1,1,1.0,3,1.0,0,1,1
301,1,72.0,4,9,250.0,4,1,1.0,0,0,1.0,3,19.0,2,2,1.0,0,2.0,0,0,0
302,0,4.0,1,8,250.0,0,3,1.0,0,0,1.0,3,75.0,2,2,4.0,3,2.0,0,0,0
303,3,72.0,4,4,250.0,3,0,4.0,3,2,1.0,0,19.0,0,0,1.0,3,1.0,0,1,1
304,3,4.0,4,9,18424.0,4,4,1.0,2,0,1.0,3,19.0,0,0,4.0,0,1.0,1,1,1
305,3,4.0,4,3,250.0,4,1,4.0,1,1,4.0,1,19.0,0,2,1.0,3,1.0,0,0,0
306,1,72.0,0,5,250.0,4,1,1.0,2,0,1.0,0,19.0,0,1,1.0,0,1.0,1,1,1
307,1,4.0,1,0,250.0,0,1,1.0,0,2,4.0,0,19.0,2,1,1.0,3,2.0,1,1,0
308,0,72.0,2,9,250.0,2,0,1.0,0,2,1.0,3,19.0,2,2,1.0,2,1.0,0,1,1
309,1,4.0,3,4,18424.0,0,4,1.0,0,2,1.0,2,19.0,0,0,4.0,3,2.0,1,1,1
310,3,72.0,1,0,250.0,4,2,1.0,3,1,1.0,2,19.0,1,0,1.0,0,1.0,0,1,1
311,1,4.0,2,0,18424.0,0,1,1.0,0,1,1.0,3,19.0,0,0,1.0,1,1.0,0,1,1
312,0,4.0,0,9,250.0,0,1,4.0,0,2,1.0,1,19.0,2,2,1.0,3,1.0,1,1,0
313,0,4.0,0,3,250.0,2,2,1.0,0,0,1.0,3,19.0,2,2,1.0,0,1.0,0,0,0
314,0,4.0,4,5,18424.0,0,1,4.0,1,0,1.0,3,75.0,0,2,4.0,3,2.0,1,0,1
315,3,4.0,3,9,18424.0,4,4,4.0,3,1,4.0,0,75.0,0,2,4.0,3,1.0,1,0,0
316,0,4.0,2,8,18424.0,3,4,1.0,0,0,1.0,3,19.0,1,2,1.0,3,2.0,1,0,0
317,0,4.0,0,0,250.0,0,0,1.0,2,2,1.0,2,19.0,2,1,4.0,0,1.0,0,1,1
318,3,4.0,3,9,18424.0,4,0,1.0,0,2,4.0,3,19.0,2,1,1.0,3,1.0,0,1,1
319,3,4.0,1,0,18424.0,1,3,4.0,3,2,1.0,0,75.0,0,2,1.0,3,1.0,1,0,0
320,3,4.0,0,7,18424.0,1,4,1.0,0,0,4.0,3,19.0,0,0,4.0,2,2.0,1,0,0
321,2,72.0,0,7,250.0,4,1,1.0,0,1,4.0,2,19.0,2,2,4.0,0,1.0,0,1,1
322,2,4.0,4,9,18424.0,2,4,1.0,1,0,1.0,3,19.0,0,0,1.0,3,1.0,1,1,1
323,3,4.0,4,4,250.0,3,1,1.0,1,2,4.0,2,19.0,0,0,1.0,3,1.0,0,1,1
324,3,4.0,3,4,18424.0,3,0,1.0,0,2,1.0,3,19.0,0,0,1.0,2,1.0,0,1,1
325,2,4.0,0,2,18424.0,4,4,1.0,0,0,1.0,3,19.0,0,0,1.0,3,1.0,0,0,0
326,2,72.0,1,1,250.0,0,0,1.0,1,2,4.0,2,19.0,2,2,1.0,0,1.0,1,1,0
327,1,4.0,4,8,250.0,4,1,1.0,0,2,1.0,1,19.0,2,0,1.0,0,1.0,0,1,0
328,0,4.0,0,4,18424.0,1,4,1.0,0,0,1.0,2,19.0,0,1,4.0,3,2.0,1,0,1
329,0,72.0,0,8,250.0,0,0,1.0,3,2,4.0,0,19.0,0,2,4.0,1,2.0,1,1,1
330,2,4.0,3,0,250.0,0,1,1.0,0,2,1.0,0,19.0,1,0,1.0,3,1.0,0,1,1
331,3,72.0,4,9,18424.0,2,0,1.0,3,1,4.0,0,19.0,0,0,4.0,3,1.0,1,1,1
332,3,4.0,3,7,250.0,4,4,1.0,0,0,1.0,3,19.0,2,1,1.0,2,2.0,0,0,0
333,1,4.0,4,8,250.0,0,2,1.0,0,2,4.0,3,19.0,1,0,1.0,3,1.0,0,1,1
334,0,4.0,0,6,250.0,0,4,1.0,0,2,4.0,2,19.0,2,0,1.0,2,1.0,1,1,0
335,0,4.0,4,9,250.0,3,4,1.0,3,0,1.0,0,75.0,0,0,1.0,3,2.0,1,0,1
336,3,72.0,1,9,18424.0,0,0,1.0,2,2,1.0,3,19.0,2,2,4.0,0,2.0,1,0,0
337,0,4.0,0,0,250.0,0,4,1.0,1,2,4.0,0,19.0,2,2,4.0,2,1.0,1,1,1
338,1,72.0,0,1,18424.0,1,0,1.0,0,0,1.0,3,19.0,2,2,4.0,1,1.0,0,1,1
339,0,4.0,3,0,250.0,2,1,1.0,3,2,4.0,0,19.0,0,0,1.0,3,1.0,0,1,1
340,0,4.0,0,1,250.0,3,1,4.0,1,2,1.0,1,19.0,1,2,1.0,3,1.0,0,1,1
341,0,4.0,4,8,250.0,2,1,1.0,1,2,1.0,0,75.0,2,2,1.0,3,2.0,0,1,0
342,0,72.0,0,0,250.0,4,1,1.0,3,0,1.0,0,19.0,0,2,4.0,1,2.0,0,0,0
343,0,4.0,2,9,250.0,2,4,1.0,0,0,1.0,3,19.0,1,2,1.0,0,2.0,1,0,0
344,0,4.0,4,0,250.0,0,0,1.0,3,2,1.0,3,19.0,2,1,4.0,3,1.0,0,1,1
345,1,4.0,0,4,250.0,3,4,1.0,0,1,1.0,3,19.0,2,0,1.0,1,1.0,0,1,1
346,3,4.0,4,0,250.0,2,4,1.0,0,1,4.0,3,19.0,2,0,1.0,0,1.0,0,1,0
347,1,4.0,0,9,18424.0,3,4,1.0,3,0,1.0,0,75.0,0,2,4.0,3,1.0,1,0,1
348,3,4.0,1,0,18424.0,4,4,1.0,0,0,4.0,3,19.0,0,0,1.0,1,1.0,0,0,0
349,0,4.0,0,9,18424.0,2,4,1.0,0,0,1.0,3,19.0,2,1,4.0,2,2.0,0,0,0
350,2,4.0,0,0,250.0,0,0,4.0,3,2,4.0,0,19.0,0,2,4.0,3,2.0,1,0,1
351,0,4.0,0,0,250.0,0,1,4.0,3,1,1.0,0,19.0,0,2,4.0,3,2.0,1,0,0
352,2,4.0,2,9,250.0,0,4,1.0,0,2,4.0,0,19.0,1,0,1.0,3,2.0,1,0,0
353,1,4.0,1,0,250.0,0,0,4.0,3,2,1.0,0,19.0,2,2,1.0,3,2.0,1,1,0
354,2,4.0,2,8,250.0,4,1,1.0,0,1,1.0,0,19.0,2,1,1.0,0,1.0,1,1,0
355,2,4.0,4,1,250.0,1,0,1.0,0,0,1.0,3,19.0,2,0,1.0,1,1.0,0,1,1
356,1,72.0,3,7,18424.0,0,0,1.0,3,2,1.0,0,19.0,0,1,1.0,3,1.0,0,1,1
357,2,4.0,0,5,250.0,3,4,1.0,0,0,1.0,3,19.0,0,0,1.0,1,2.0,1,0,1
358,3,4.0,2,5,18424.0,3,4,1.0,2,1,4.0,2,19.0,1,0,1.0,1,1.0,1,0,0
359,0,4.0,0,1,250.0,0,4,1.0,3,1,1.0,1,75.0,0,0,4.0,3,2.0,1,0,1
360,3,4.0,0,4,18424.0,4,4,1.0,0,0,4.0,3,19.0,1,0,1.0,2,1.0,1,0,0
361,3,72.0,4,9,250.0,3,0,1.0,3,2,1.0,0,19.0,0,1,1.0,1,1.0,0,1,1
362,0,4.0,4,1,250.0,1,0,1.0,3,2,1.0,3,19.0,2,1,1.0,0,1.0,0,1,1
363,1,4.0,3,0,250.0,2,1,4.0,0,0,4.0,2,19.0,2,2,4.0,3,2.0,0,0,0
364,0,4.0,4,9,250.0,0,4,1.0,3,1,4.0,2,70.07014751434326,0,0,4.0,2,2.0,1,0,1
365,3,4.0,4,7,18424.0,4,4,1.0,3,0,1.0,1,19.0,0,2,1.0,1,2.0,1,0,0
366,0,4.0,0,3,18424.0,0,3,1.0,0,0,1.0,3,75.0,2,2,4.0,3,2.0,1,0,0
367,2,72.0,0,0,250.0,4,0,4.0,2,0,1.0,0,19.0,2,2,1.0,2,1.0,0,1,0
368,0,4.0,4,9,250.0,2,4,1.0,3,2,4.0,1,19.0,0,0,1.0,2,1.0,0,1,1
369,1,72.0,0,0,250.0,3,0,4.0,3,2,1.0,0,19.0,1,2,1.0,2,1.0,0,1,0
370,2,4.0,0,1,250.0,4,4,4.0,1,0,1.0,1,19.0,2,2,1.0,0,1.0,1,0,0
371,2,4.0,4,2,250.0,4,0,1.0,0,2,1.0,2,19.0,0,0,1.0,2,1.0,0,1,1
372,1,4.0,4,8,250.0,3,4,1.0,1,0,1.0,1,19.0,2,0,1.0,0,2.0,1,0,0
373,3,72.0,4,2,250.0,0,0,1.0,3,2,1.0,0,19.0,0,1,4.0,2,1.0,1,1,1
374,0,4.0,4,9,250.0,3,1,1.0,1,0,1.0,3,19.0,2,2,4.0,0,1.0,1,1,0
375,0,4.0,0,7,250.0,2,1,1.0,0,0,1.0,3,19.0,2,2,1.0,0,2.0,0,0,0
376,1,4.0,3,8,250.0,1,0,1.0,2,2,1.0,0,19.0,2,1,1.0,2,1.0,0,1,1
377,2,4.0,0,1,18424.0,0,4,4.0,2,1,1.0,2,75.0,0,2,4.0,3,1.0,1,0,1
378,3,4.0,1,9,250.0,2,0,4.0,1,2,4.0,0,19.0,2,2,1.0,0,1.0,1,1,0
379,1,4.0,0,2,250.0,4,4,4.0,3,2,1.0,0,19.0,0,2,1.0,3,2.0,1,1,1
380,0,4.0,1,0,18424.0,2,1,1.0,0,0,1.0,3,19.0,2,2,1.0,0,2.0,0,0,0
381,3,4.0,3,4,250.0,4,3,1.0,3,2,4.0,0,19.0,0,1,1.0,2,1.0,0,1,1
382,2,4.0,0,0,250.0,2,4,1.0,0,0,1.0,3,19.0,2,1,1.0,1,1.0,0,0,0
383,2,4.0,4,2,250.0,4,4,4.0,0,0,1.0,3,19.0,2,0,1.0,1,1.0,0,0,0
384,0,4.0,4,9,18424.0,2,2,1.0,0,0,1.0,3,19.0,0,0,1.0,0,2.0,0,0,1
385,2,72.0,2,8,250.0,0,0,1.0,3,2,1.0,0,19.0,1,1,4.0,2,1.0,1,1,1
386,3,4.0,3,4,18424.0,2,2,1.0,0,2,4.0,3,19.0,2,2,1.0,0,1.0,1,0,0
387,1,4.0,2,0,18424.0,0,4,1.0,0,0,1.0,3,19.0,0,0,1.0,1,2.0,1,0,0
388,0,4.0,0,0,18424.0,0,4,1.0,3,0,1.0,3,75.0,0,2,4.0,3,2.0,1,0,1
389,3,4.0,0,0,18424.0,0,1,1.0,0,2,1.0,1,19.0,0,1,1.0,3,1.0,1,1,0
390,3,72.0,4,9,250.0,4,0,1.0,3,2,1.0,0,19.0,0,0,1.0,0,1.0,0,1,1
391,0,4.0,1,0,250.0,0,3,1.0,1,0,1.0,2,19.0,2,1,4.0,2,2.0,1,0,0
392,3,4.0,2,0,250.0,1,1,1.0,3,2,1.0,0,19.0,0,1,1.0,3,2.0,0,0,0
393,3,4.0,3,0,250.0,3,1,4.0,3,2,4.0,0,19.0,0,0,1.0,3,1.0,0,1,1
394,3,4.0,4,8,18424.0,4,0,1.0,0,0,4.0,3,19.0,1,0,1.0,0,1.0,0,0,0
395,0,4.0,0,2,250.0,0,4,1.0,0,0,1.0,3,19.0,2,2,4.0,0,2.0,1,0,0
396,0,4.0,2,1,18424.0,0,2,1.0,3,2,1.0,3,75.0,0,1,4.0,3,1.0,0,1,1
397,2,4.0,4,9,18424.0,0,0,1.0,3,1,1.0,1,55.064857482910156,1,2,1.0,0,1.0,1,1,0
398,3,72.0,2,1,18424.0,3,0,4.0,3,0,4.0,3,19.0,0,1,4.0,3,1.0,0,1,1
399,0,4.0,4,9,250.0,0,4,1.0,0,0,1.0,3,19.0,2,1,1.0,0,1.0,1,0,0
400,1,4.0,2,0,250.0,3,3,1.0,3,0,1.0,3,19.0,1,1,1.0,0,2.0,0,0,0
401,0,4.0,4,9,18424.0,3,4,1.0,0,0,1.0,1,75.0,0,0,4.0,2,2.0,1,0,1
402,3,4.0,4,9,18424.0,3,2,4.0,0,1,1.0,0,19.0,0,0,1.0,3,1.0,1,0,0
403,1,4.0,3,1,250.0,3,0,4.0,1,2,1.0,0,19.0,1,1,1.0,3,1.0,0,1,1
404,0,4.0,4,9,18424.0,1,0,1.0,3,0,1.0,3,75.0,2,2,4.0,1,2.0,0,0,0
405,3,4.0,4,0,250.0,1,1,4.0,3,2,1.0,0,19.0,0,2,1.0,3,2.0,1,0,0
406,0,4.0,1,9,18424.0,3,4,1.0,0,0,1.0,3,75.0,0,2,4.0,0,2.0,1,0,0
407,1,4.0,2,9,250.0,4,4,4.0,2,0,1.0,0,19.0,0,0,1.0,3,1.0,1,0,1
408,2,4.0,3,9,18424.0,4,4,1.0,0,0,4.0,1,19.0,0,2,4.0,3,2.0,1,0,0
409,2,4.0,3,0,250.0,0,1,1.0,3,2,4.0,0,19.0,0,0,4.0,3,2.0,0,1,1
410,3,69.97409868240356,0,3,250.0,4,4,1.0,0,2,4.0,0,19.0,0,0,1.0,0,1.0,1,1,0
411,1,4.0,0,8,18424.0,0,4,1.0,0,1,4.0,2,19.0,0,1,4.0,3,2.0,1,0,0
412,0,4.0,1,3,250.0,0,0,1.0,3,2,1.0,2,19.0,2,2,1.0,0,1.0,1,1,0
413,3,72.0,0,0,18424.0,2,0,1.0,3,0,1.0,2,19.0,0,0,1.0,0,1.0,1,1,1
414,3,72.0,2,4,18424.0,3,1,4.0,1,0,4.0,2,19.0,0,0,1.057886004447937,0,1.0,1,1,1
415,1,72.0,2,7,250.0,4,0,1.0,3,2,1.0,0,75.0,1,2,1.0,0,1.0,0,1,0
416,3,72.0,0,0,18424.0,0,4,2.7780596017837524,3,2,1.0,2,19.0,0,2,4.0,3,2.0,1,1,1
417,1,4.0,1,6,250.0,0,4,1.0,1,2,1.0,1,19.0,1,2,1.0,0,2.0,1,0,0
418,1,4.0,4,2,250.0,1,0,1.0,3,2,1.0,2,19.0,0,0,1.0,2,1.0,0,1,1
419,0,4.0,0,8,18424.0,0,2,1.0,1,0,4.0,3,19.0,0,2,4.0,3,2.0,1,0,0
420,0,4.0,4,0,250.0,0,0,1.0,3,2,1.0,0,75.0,1,1,1.0,3,2.0,0,0,0
421,0,4.0,4,8,18424.0,4,4,1.0,2,0,1.0,3,75.0,0,0,1.0,1,2.0,0,0,1
422,0,4.0,1,0,250.0,3,1,1.0,0,0,1.0,3,19.0,2,1,1.0,0,1.0,0,0,0
423,3,4.0,4,8,250.0,4,0,4.0,3,2,4.0,0,75.0,0,0,1.0,2,1.0,0,1,1
424,0,4.0,4,4,18424.0,4,0,1.0,1,0,1.0,3,75.0,0,0,4.0,3,2.0,0,0,1
425,0,4.0,1,9,250.0,0,4,1.0,0,0,1.0,3,19.0,2,1,4.0,0,2.0,1,0,0
426,0,4.0,2,0,250.0,0,2,1.0,3,2,1.0,0,19.0,0,0,1.0,3,1.0,1,1,1
427,3,4.0,4,8,18424.0,4,4,1.0,1,0,1.0,3,19.0,0,0,1.0,0,1.0,0,0,0
428,1,72.0,0,2,18424.0,2,4,1.0,1,0,1.0,3,19.0,0,2,4.0,0,1.0,1,1,1
429,2,72.0,0,7,18424.0,3,4,1.0,0,0,1.0,2,19.0,2,1,1.0,0,2.0,1,0,0
430,0,4.0,4,9,250.0,0,4,1.0,1,0,1.0,3,75.0,2,0,4.0,1,2.0,0,0,0
431,2,4.0,1,7,250.0,4,4,4.0,3,2,1.0,0,19.0,0,2,1.0,3,1.0,1,1,0
432,3,4.0,4,0,250.0,4,0,4.0,3,2,4.0,0,19.0,2,0,1.0,3,1.0,0,1,0
433,0,4.0,4,0,250.0,0,0,4.0,3,1,1.0,2,75.0,1,0,4.0,3,2.0,0,1,1
434,3,72.0,2,3,18424.0,0,0,1.0,0,1,4.0,3,19.0,2,1,4.0,0,1.0,0,1,0
435,0,4.0,3,9,18424.0,4,4,1.0,3,0,1.0,3,75.0,0,2,4.0,3,2.0,1,0,1
436,2,4.0,4,9,250.0,4,0,4.0,3,1,4.0,0,19.0,2,2,1.0,0,1.0,0,0,0
437,1,4.0,0,2,18424.0,0,4,1.0,0,0,1.0,3,19.0,0,1,4.0,3,1.0,1,0,1
438,3,4.0,3,7,250.0,4,4,1.0,0,0,1.0,3,19.0,1,0,1.0,2,1.0,1,0,0
439,0,4.0,1,9,18424.0,0,4,1.0,0,0,1.0,3,19.0,2,1,4.0,1,2.0,1,0,0
440,3,4.0,2,0,250.0,4,2,4.0,3,1,1.0,0,19.0,0,1,1.0,3,2.0,0,0,1
441,3,72.0,0,0,18424.0,1,0,1.0,0,2,4.0,2,19.0,2,1,1.0,0,1.0,0,1,1
442,0,72.0,0,7,250.0,0,4,1.0,3,1,1.0,3,75.0,0,2,4.0,2,2.0,1,0,1
443,0,4.0,2,5,250.0,1,0,1.0,0,2,1.0,2,19.0,2,2,1.0,3,2.0,0,0,0
444,0,4.0,0,3,18424.0,0,0,1.0,0,1,4.0,3,19.0,2,2,4.0,3,2.0,1,0,0
445,2,4.0,4,0,18424.0,0,0,1.0,0,2,4.0,3,19.0,2,2,1.0,3,1.0,0,0,0
446,3,4.0,0,0,250.0,3,4,4.0,0,0,1.0,3,19.0,2,2,1.0,0,1.0,0,0,0
447,3,72.0,1,0,18424.0,2,0,1.0,0,0,1.0,3,19.0,0,0,1.0,1,1.0,0,1,1
448,3,72.0,1,6,250.0,4,3,1.0,1,0,1.0,0,19.0,2,1,1.0,0,2.0,0,0,0
449,0,72.0,1,9,250.0,1,1,1.0,0,0,1.0,0,19.0,2,2,4.0,3,2.0,1,0,0
450,0,4.0,0,8,250.0,3,4,4.0,0,1,1.0,0,19.0,2,2,1.0,3,1.0,1,0,0
451,3,4.0,3,0,250.0,2,0,4.0,1,2,4.0,0,19.0,2,2,1.0,0,1.0,1,0,0
452,3,72.0,4,9,18424.0,3,0,1.0,2,1,4.0,0,19.0,0,0,4.0,2,1.0,0,1,1
453,3,4.0,4,0,250.0,2,0,1.0,0,2,4.0,3,19.0,1,0,1.0,3,1.0,0,1,1
454,0,4.0,4,9,18424.0,3,3,1.0,1,0,1.0,3,75.0,1,2,1.0,3,2.0,0,0,0
455,1,4.0,1,0,250.0,3,4,4.0,2,0,1.0,1,19.0,2,0,1.0,0,1.0,1,0,0
456,2,4.0,4,4,18424.0,4,0,1.0,0,0,4.0,3,19.0,2,1,1.0,0,2.0,0,0,0
457,0,72.0,0,0,250.0,0,2,1.0,3,0,1.0,2,19.0,1,2,4.0,3,2.0,1,0,0
458,2,4.0,0,0,250.0,1,4,1.0,0,0,1.0,3,19.0,2,1,4.0,0,1.0,1,0,1
459,1,4.0,4,9,18424.0,2,2,1.0,0,0,1.0,3,19.0,2,0,4.0,3,2.0,0,0,0
460,0,4.0,4,9,250.0,4,1,1.0,0,0,1.0,3,19.0,2,0,1.0,3,2.0,0,0,0
461,3,72.0,2,9,250.0,4,0,4.0,3,1,1.0,0,19.0,0,2,4.0,0,1.0,0,1,1
462,3,4.0,4,0,250.0,1,0,4.0,3,2,4.0,0,19.0,0,0,1.0,3,1.0,1,1,1
463,1,4.0,3,9,250.0,1,0,4.0,3,2,1.0,0,75.0,2,2,1.0,0,1.0,1,1,0
464,3,4.0,4,0,250.0,2,4,1.0,3,0,4.0,3,19.0,0,0,1.0,2,1.0,0,1,1
465,2,4.0,0,0,18424.0,0,4,1.0,0,0,4.0,3,19.0,0,0,4.0,1,1.0,1,0,1
466,0,4.0,0,0,250.0,0,3,1.0,0,0,4.0,3,19.0,2,0,4.0,0,1.0,0,1,1
467,1,4.0,0,9,250.0,2,4,1.0,0,0,1.0,2,19.0,2,2,1.0,2,2.0,1,0,0
468,0,4.0,4,9,18424.0,3,4,1.0,2,0,1.0,2,75.0,0,0,1.0,3,2.0,0,0,1
469,0,4.0,0,7,250.0,3,4,1.0,3,1,1.0,1,19.0,0,1,1.0,0,2.0,1,0,1
470,2,4.0,4,1,250.0,4,0,1.0,3,2,1.0,0,19.0,0,0,1.0,2,1.0,0,1,1
471,0,4.0,2,9,18424.0,3,4,1.0,3,0,1.0,3,19.0,1,0,4.0,0,2.0,1,0,0
