,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
236,3,4.0,4,9,250.0,4,4,1.0,3,0,4.0,3,75.0,0,2,4.0,0,1.0,0,1,1
237,2,72.0,3,0,250.0,0,0,1.0,0,2,1.0,1,19.0,0,2,1.0,3,1.0,0,1,0
238,3,4.0,0,2,18424.0,3,2,1.0,3,2,1.0,3,75.0,0,0,1.0,3,1.0,1,1,1
239,3,72.0,2,0,18424.0,0,4,4.0,3,2,1.0,3,19.0,1,0,1.0,0,1.0,1,0,0
240,3,4.0,2,5,250.0,4,4,4.0,1,2,4.0,0,19.0,1,2,1.0,1,1.0,0,1,1
241,0,72.0,4,9,18424.0,4,4,1.0,3,2,4.0,0,19.0,0,0,4.0,0,1.0,0,1,1
242,3,4.0,2,0,250.0,0,3,1.0,0,2,4.0,3,19.0,1,2,1.0,3,1.0,1,1,0
243,0,4.0,2,7,250.0,4,2,4.0,3,2,1.0,0,19.0,1,0,1.0,0,1.0,1,1,1
244,3,72.0,0,4,18424.0,3,4,4.0,3,2,4.0,1,19.0,0,0,4.0,0,1.0,1,1,0
245,3,4.0,2,9,250.0,4,4,1.0,3,2,4.0,3,75.0,1,0,1.0,0,1.0,1,1,1
246,0,72.0,4,3,18424.0,0,4,1.0,0,2,4.0,0,19.0,0,0,1.0,0,1.0,0,1,1
247,0,4.0,2,9,250.0,0,0,1.0,3,2,1.0,2,75.0,1,0,1.0,1,1.0,1,1,1
248,0,4.0,3,4,250.0,4,0,1.0,3,2,1.0,0,19.0,2,2,1.0,3,1.0,0,1,1
249,0,72.0,3,0,250.0,2,0,1.0,0,2,4.0,0,19.0,0,1,4.0,0,1.0,0,0,0
250,0,4.0,1,9,250.0,0,4,4.0,0,2,1.0,0,19.0,1,0,1.0,0,1.0,0,1,1
251,0,4.0,3,0,250.0,0,0,4.0,0,2,1.0,3,19.0,2,1,1.0,1,1.0,0,0,0
252,0,4.0,0,8,250.0,2,3,4.0,3,1,4.0,3,75.0,1,0,1.0,0,1.0,1,1,0
253,3,4.0,4,1,250.0,0,0,1.0,0,2,4.0,0,19.0,2,2,1.0,3,1.0,0,1,1
254,3,4.0,4,5,250.0,0,0,4.0,0,2,4.0,0,19.0,1,1,1.0,0,1.0,0,1,1
255,3,4.0,2,8,250.0,2,3,1.0,3,2,1.0,3,75.0,0,2,1.0,2,1.0,1,1,1
256,1,4.0,4,9,250.0,4,4,1.0,3,2,4.0,3,19.0,0,2,1.0,0,1.0,1,1,1
257,0,4.0,1,8,250.0,2,1,4.0,2,2,4.0,3,75.0,2,1,1.0,3,1.0,1,1,1
258,0,72.0,1,5,250.0,4,4,4.0,3,2,1.0,3,19.0,0,1,1.0,0,1.0,1,1,0
259,3,72.0,4,9,18424.0,3,4,4.0,3,1,4.0,0,19.0,0,1,4.0,0,1.0,0,1,1
260,0,4.0,3,9,250.0,4,2,4.0,2,2,1.0,0,19.0,1,0,4.0,0,1.0,0,1,1
261,2,72.0,4,9,3293.2245800495148,0,4,1.0,0,2,4.0,0,19.0,1,0,1.0,0,1.0,1,1,0
262,1,72.0,3,8,250.0,3,4,4.0,3,1,4.0,0,19.0,1,1,4.0,0,1.0,0,1,1
263,3,72.0,0,9,18424.0,4,2,4.0,3,1,1.0,0,19.0,1,1,4.0,0,1.0,0,1,1
264,1,4.0,0,2,250.0,0,0,1.0,2,2,1.0,3,75.0,0,2,1.0,3,1.0,1,1,1
265,3,72.0,2,9,18424.0,4,4,4.0,3,2,4.0,0,19.0,0,1,4.0,0,1.0,0,1,1
266,1,4.0,2,3,18424.0,2,0,1.0,1,2,1.0,0,75.0,0,0,1.0,2,1.0,1,1,1
267,0,4.0,2,8,18424.0,0,0,1.0,3,2,1.0,0,75.0,0,0,1.0,2,1.0,0,1,1
268,1,4.0,0,1,250.0,4,0,4.0,1,2,1.0,3,19.0,1,2,1.0,3,1.0,0,1,1
269,3,4.0,3,4,18424.0,4,3,1.0,3,2,4.0,3,75.0,0,2,4.0,0,1.0,1,0,0
270,0,4.0,4,9,250.0,3,0,1.0,0,2,4.0,0,19.0,0,2,1.0,0,1.0,1,1,1
271,3,4.0,4,4,250.0,0,3,1.0,2,2,4.0,3,19.0,2,0,1.0,0,1.0,1,1,1
272,2,72.0,3,3,18424.0,1,1,1.0,1,1,1.0,2,19.0,0,0,1.0,1,1.0,0,0,0
273,3,4.0,0,4,18424.0,1,2,4.0,3,2,1.0,0,75.0,0,0,1.0,3,1.0,1,1,1
274,0,4.0,3,9,250.0,3,0,1.0,3,2,1.0,3,75.0,2,2,1.0,3,1.0,0,1,1
275,3,4.0,4,7,250.0,4,1,1.0,3,2,4.0,3,75.0,0,2,4.0,1,1.0,0,1,1
276,3,4.0,2,9,250.0,4,4,4.0,3,1,4.0,3,75.0,1,2,1.0,0,1.0,1,1,1
277,3,4.0,4,8,250.0,1,4,1.0,3,2,4.0,0,75.0,1,0,1.0,0,1.0,1,1,1
278,2,4.0,2,9,250.0,0,2,4.0,3,2,1.0,0,19.0,2,0,4.0,0,1.0,0,1,1
279,0,4.0,4,3,250.0,0,0,1.0,0,2,1.0,0,19.0,2,0,1.0,0,1.0,0,1,1
280,0,4.0,3,2,250.0,4,0,4.0,3,2,1.0,3,19.0,1,1,1.0,1,1.0,1,1,0
281,3,4.0,2,1,250.0,4,0,4.0,0,2,4.0,3,19.0,1,2,1.0,3,1.0,0,1,1
282,3,4.0,2,5,250.0,0,4,4.0,0,2,1.0,0,75.0,1,0,1.0,1,1.0,0,0,1
283,3,4.0,4,0,250.0,3,0,1.0,0,2,4.0,3,19.0,0,2,4.0,3,1.0,0,0,1
284,0,4.0,4,8,250.0,4,3,4.0,3,2,1.0,0,19.0,2,0,1.0,0,1.0,1,1,1
285,3,72.0,2,9,250.0,4,0,4.0,3,1,1.0,0,19.0,0,2,4.0,0,1.0,0,1,1
286,3,4.0,4,0,250.0,0,1,1.0,0,2,4.0,2,19.0,2,2,1.0,2,1.0,0,0,0
287,3,72.0,0,9,18424.0,1,2,4.0,3,2,1.0,0,19.0,0,0,1.0,1,1.0,1,1,1
288,3,4.0,3,1,250.0,1,0,1.0,0,2,4.0,3,75.0,1,2,1.0,3,1.0,0,1,1
289,3,72.0,4,9,18424.0,1,4,4.0,3,1,4.0,1,75.0,2,0,1.0,0,1.0,1,1,1
290,3,4.0,4,7,250.0,0,2,1.0,0,2,4.0,3,75.0,1,1,1.0,0,1.0,1,1,1
291,0,4.0,0,5,250.0,4,0,4.0,3,2,1.0,1,19.0,2,2,1.0,2,1.0,0,1,1
292,2,72.0,4,2,250.0,0,4,1.0,0,2,4.0,0,19.0,1,0,1.0,0,1.0,1,1,0
293,0,4.0,4,7,250.0,3,0,1.0,0,2,4.0,0,19.0,2,2,1.0,1,1.0,1,1,1
294,0,4.0,0,9,250.0,4,2,4.0,3,1,1.0,3,19.0,0,2,4.0,1,1.0,1,1,1
295,0,4.0,2,0,250.0,0,0,4.0,0,2,1.0,2,19.0,2,2,1.0,3,1.0,0,0,0
296,0,72.0,0,5,250.0,2,0,4.0,3,2,1.0,0,19.0,0,2,1.0,3,1.0,0,1,0
297,0,4.0,0,1,250.0,1,0,4.0,0,2,1.0,0,19.0,2,0,1.0,1,1.0,1,1,0
298,0,4.0,4,0,250.0,1,0,1.0,0,2,1.0,0,19.0,2,1,1.0,2,1.0,0,1,0
299,0,72.0,2,7,18424.0,0,0,4.0,3,1,1.0,1,75.0,1,1,4.0,0,1.0,0,1,1
300,0,4.0,3,1,250.0,0,0,1.0,0,1,1.0,3,19.0,1,2,1.0,3,1.0,0,1,1
301,3,4.0,3,7,18424.0,4,4,1.0,3,1,1.0,2,75.0,0,1,4.0,1,1.0,0,1,1
302,0,72.0,4,0,250.0,1,0,1.0,0,2,1.0,0,19.0,1,0,1.0,0,1.0,0,1,0
303,3,4.0,4,9,18424.0,3,4,4.0,3,1,4.0,3,75.0,0,0,1.0,0,1.0,1,1,1
304,3,72.0,4,3,18424.0,4,4,1.0,0,2,4.0,0,19.0,0,0,1.0,0,1.0,1,1,0
305,3,4.0,0,8,18424.0,0,0,4.0,3,0,1.0,3,75.0,0,2,4.0,3,1.0,0,1,1
306,3,72.0,0,2,18424.0,0,2,4.0,3,2,1.0,0,19.0,2,0,1.0,1,1.0,0,1,0
307,3,4.0,1,2,18424.0,0,0,1.0,3,1,1.0,3,75.0,0,1,1.0,3,1.0,1,1,1
308,0,4.0,1,8,250.0,3,1,1.0,3,2,1.0,3,19.0,0,2,1.0,0,1.0,1,1,1
309,3,4.0,0,9,250.0,2,4,4.0,3,2,1.0,3,75.0,0,0,1.0,2,1.0,1,1,1
310,3,4.0,3,0,250.0,3,0,1.0,2,2,4.0,3,75.0,2,2,1.0,3,1.0,0,0,1
311,3,4.0,0,0,250.0,1,0,1.0,0,2,1.0,3,19.0,1,2,1.0,3,1.0,0,1,0
312,3,72.0,3,6,18424.0,4,4,1.0,3,1,4.0,0,75.0,0,0,4.0,0,1.0,1,0,1
313,0,72.0,4,0,250.0,4,0,1.0,0,2,4.0,0,19.0,1,2,1.0,3,1.0,0,1,0
314,3,72.0,4,1,250.0,1,4,4.0,0,2,4.0,0,19.0,2,0,1.0,0,1.0,1,1,0
315,1,4.0,4,9,250.0,4,1,4.0,3,2,1.0,0,19.0,2,1,1.0,0,1.0,1,1,1
316,0,4.0,4,9,250.0,4,4,1.0,0,2,4.0,0,19.0,1,2,1.0,0,1.0,1,1,0
317,3,4.0,1,9,18424.0,3,4,4.0,3,2,1.0,3,75.0,0,0,1.0,2,1.0,1,1,1
318,0,4.0,4,9,250.0,3,2,1.0,3,2,1.0,0,19.0,1,1,1.0,0,1.0,0,1,1
319,3,4.0,2,9,250.0,3,4,4.0,0,2,4.0,0,19.0,1,0,1.0,0,1.0,1,1,1
320,3,4.0,0,6,250.0,1,2,4.0,3,2,1.0,0,19.0,1,0,1.0,3,1.0,1,1,1
321,0,4.0,4,4,250.0,3,0,1.0,3,2,1.0,3,75.0,1,2,1.0,3,1.0,0,1,1
322,3,4.0,3,0,250.0,3,0,4.0,0,2,4.0,3,19.0,1,2,1.0,3,1.0,0,0,0
323,1,4.0,0,2,250.0,0,0,4.0,3,2,1.0,3,75.0,1,1,1.0,3,1.0,1,1,1
324,0,4.0,4,0,250.0,0,0,4.0,0,2,1.0,0,19.0,2,1,1.0,0,1.0,0,0,0
325,0,4.0,4,8,250.0,4,4,1.0,1,2,4.0,1,19.0,1,2,1.0,0,1.0,1,1,0
326,3,4.0,1,9,250.0,3,0,4.0,3,2,4.0,3,19.0,1,2,1.0,3,1.0,0,1,1
327,0,72.0,2,5,18424.0,3,0,1.0,2,2,1.0,0,19.0,0,2,1.0,0,1.0,1,1,0
328,3,4.0,0,8,18424.0,0,2,1.0,3,1,1.0,2,75.0,0,0,1.0,3,1.0,1,1,1
329,0,4.0,0,3,6533.902681112289,0,1,4.0,3,2,1.0,3,75.0,0,0,1.0,2,1.0,1,0,0
330,3,72.0,4,1,250.0,2,0,4.0,0,2,1.0,0,19.0,2,0,1.0,2,1.0,0,1,0
331,0,4.0,0,2,250.0,4,0,4.0,3,2,1.0,1,19.0,2,1,4.0,3,1.0,0,1,0
332,3,4.0,4,6,18424.0,1,4,1.0,3,2,4.0,3,75.0,2,0,1.0,0,1.0,1,0,1
333,3,4.0,4,0,250.0,0,3,1.0,0,2,4.0,0,19.0,1,2,1.0,3,1.0,0,0,1
334,0,4.0,2,9,250.0,4,1,4.0,3,1,1.0,1,75.0,1,2,4.0,3,1.0,0,1,1
335,3,72.0,2,9,18424.0,4,4,4.0,3,2,4.0,0,19.0,2,0,1.0,0,1.0,1,1,1
336,3,4.0,3,4,250.0,1,0,4.0,3,1,4.0,3,19.0,2,2,4.0,3,1.0,0,0,1
337,3,4.0,4,8,18424.0,4,4,1.0,3,2,4.0,3,19.0,0,2,1.0,0,1.0,1,1,1
338,0,72.0,4,5,250.0,4,0,1.0,0,2,1.0,0,19.0,1,1,1.0,0,1.0,0,1,1
339,3,4.0,4,7,18424.0,3,1,1.0,3,1,1.0,0,75.0,0,1,4.0,1,1.0,0,1,1
340,3,72.0,1,8,18424.0,3,2,4.0,3,1,4.0,3,19.0,0,2,4.0,2,1.0,0,1,1
341,3,4.0,0,2,250.0,4,4,4.0,3,2,4.0,0,19.0,1,2,1.0,0,1.0,1,1,1
342,0,4.0,0,8,250.0,4,0,1.0,3,2,1.0,3,19.0,1,2,1.0,3,1.0,1,1,1
343,0,4.0,4,9,250.0,1,4,1.0,3,2,1.0,0,75.0,1,0,4.0,0,1.0,1,1,1
344,3,4.0,3,0,18424.0,1,0,1.0,3,1,1.0,2,19.0,0,1,4.0,1,1.0,0,0,1
345,3,72.0,1,9,18424.0,4,4,1.0,3,1,1.0,0,19.0,0,2,4.0,0,1.0,1,1,1
346,0,72.0,2,3,250.0,4,0,1.0,3,2,1.0,0,19.0,1,2,1.0,1,1.0,0,1,0
347,3,4.0,0,6,250.0,1,4,4.0,3,2,1.0,3,75.0,0,0,1.0,1,1.0,1,1,1
348,0,4.0,4,5,250.0,1,2,1.0,1,2,1.0,0,19.0,0,0,1.0,0,1.0,1,1,1
349,2,4.0,1,0,250.0,2,3,4.0,3,2,1.0,3,75.0,1,0,1.0,3,1.0,1,1,0
350,3,72.0,1,9,18424.0,3,4,1.0,3,0,4.0,3,75.0,0,0,4.0,0,1.0,1,1,1
351,3,72.0,2,7,18424.0,2,4,1.0,3,2,4.0,0,75.0,1,0,1.0,0,1.0,1,1,1
352,0,72.0,0,9,250.0,4,0,4.0,3,1,1.0,0,19.0,1,1,1.0,0,1.0,0,1,1
353,3,72.0,4,1,18424.0,4,1,1.0,0,2,4.0,0,19.0,0,2,1.0,0,1.0,0,0,0
354,3,4.0,4,9,250.0,3,4,1.0,2,2,4.0,0,75.0,2,0,1.0,0,1.0,1,1,1
355,2,4.0,0,9,250.0,2,3,4.0,3,2,4.0,3,75.0,1,2,1.0,2,1.0,1,1,1
356,0,72.0,3,0,18424.0,1,0,1.0,1,1,1.0,3,75.0,0,2,1.0,3,1.0,0,0,0
357,0,4.0,3,7,250.0,4,0,1.0,1,2,4.0,1,19.0,1,2,1.0,0,1.0,0,1,1
358,0,4.0,3,3,250.0,3,1,1.0,0,2,1.0,0,19.0,1,0,1.0,0,1.0,1,1,0
359,3,4.0,0,0,250.0,2,0,1.0,3,1,1.0,3,75.0,0,2,1.0,3,1.0,1,1,1
360,3,4.0,4,4,250.0,4,4,1.0,0,2,4.0,3,19.0,0,0,1.0,0,1.0,1,1,1
361,3,4.0,3,1,250.0,1,0,1.0,1,2,1.0,3,75.0,0,2,1.0,3,1.0,0,1,1
362,0,4.0,4,8,250.0,0,0,1.0,3,2,1.0,3,75.0,2,2,1.0,3,1.0,0,1,1
363,3,4.0,3,8,18424.0,2,1,1.0,3,1,1.0,3,75.0,1,1,4.0,2,1.0,0,0,1
364,0,4.0,0,1,250.0,1,0,4.0,3,1,1.0,3,75.0,0,2,1.0,3,1.0,0,0,0
365,3,4.0,3,9,18424.0,4,4,4.0,3,1,4.0,0,75.0,1,0,1.0,0,1.0,1,1,1
366,0,4.0,3,9,18424.0,3,4,1.0,3,2,1.0,0,75.0,1,0,1.0,0,1.0,1,1,1
367,0,4.0,0,6,18424.0,0,3,1.0,3,2,1.0,0,75.0,0,0,1.0,0,1.0,1,1,1
368,3,72.0,0,9,18424.0,4,2,4.0,3,2,1.0,0,19.0,0,1,1.0,1,1.0,1,1,1
369,0,4.0,4,6,250.0,0,0,1.0,3,2,1.0,3,75.0,2,0,1.0,2,1.0,1,1,1
370,3,4.0,0,0,18424.0,4,4,4.0,3,2,1.0,3,19.0,0,0,1.0,0,1.0,1,0,0
371,0,4.0,4,9,250.0,3,4,1.0,3,2,1.0,0,75.0,1,0,1.0,0,1.0,1,1,1
372,3,4.0,4,0,250.0,4,3,1.0,0,2,4.0,3,75.0,1,2,1.0,3,1.0,0,0,0
373,0,72.0,0,8,250.0,4,1,4.0,3,2,1.0,0,19.0,2,0,4.0,0,1.0,0,0,0
374,0,4.0,4,1,250.0,3,0,1.0,1,2,4.0,0,19.0,2,2,4.0,0,1.0,0,1,1
375,0,4.0,2,0,250.0,0,0,1.0,3,2,1.0,3,19.0,2,1,1.0,1,1.0,1,0,0
376,0,4.0,4,7,250.0,0,0,1.0,3,2,1.0,0,19.0,2,1,4.0,0,1.0,0,0,1
377,2,4.0,4,2,250.0,0,0,1.0,0,2,4.0,0,19.0,2,2,1.0,3,1.0,0,1,1
378,3,4.0,0,0,250.0,4,0,4.0,0,2,4.0,3,19.0,1,2,1.0,3,1.0,0,1,0
379,3,4.0,3,8,250.0,4,1,1.0,3,2,4.0,3,75.0,2,2,1.0,3,1.0,1,1,1
380,0,4.0,4,6,250.0,0,4,4.0,1,2,1.0,0,19.0,2,0,1.0,0,1.0,1,1,1
381,3,4.0,4,7,250.0,4,4,1.0,3,2,4.0,3,19.0,0,1,1.0,0,1.0,1,1,1
382,3,4.0,1,9,18424.0,4,4,4.0,3,0,4.0,3,75.0,0,2,4.0,3,1.0,0,1,1
383,0,72.0,4,9,250.0,4,4,1.0,3,2,1.0,0,19.0,1,0,1.0,0,1.0,1,1,1
384,0,72.0,4,8,250.0,4,4,1.0,1,2,4.0,0,19.0,0,0,1.0,0,1.0,1,1,1
385,0,72.0,4,0,250.0,0,4,4.0,0,2,4.0,0,19.0,2,0,1.0,0,1.0,1,1,0
386,3,66.03269481658936,1,9,18424.0,4,4,4.0,3,1,1.0,1,19.0,0,1,4.0,0,1.0,0,1,1
387,3,4.0,4,2,250.0,2,0,1.0,3,2,4.0,3,75.0,1,2,4.0,0,1.0,0,1,1
388,0,4.0,4,0,250.0,0,2,1.0,1,2,1.0,3,19.0,2,0,1.0,0,1.0,1,0,0
389,3,4.0,4,2,250.0,0,0,1.0,0,2,4.0,0,19.0,2,0,1.0,0,1.0,0,1,1
390,0,72.0,4,4,250.0,4,4,1.0,0,2,4.0,0,19.0,2,0,1.0,0,1.0,1,1,1
391,3,72.0,4,8,250.0,4,2,4.0,3,2,4.0,0,19.0,0,0,4.0,0,1.0,0,1,1
392,0,4.0,4,1,250.0,1,0,1.0,0,2,4.0,0,19.0,1,1,1.0,0,1.0,0,1,1
393,3,4.0,4,6,250.0,3,4,1.0,3,2,4.0,3,75.0,2,1,1.0,0,1.0,0,1,1
394,0,72.0,4,8,250.0,4,2,4.0,0,2,4.0,0,19.0,1,2,4.0,0,1.0,0,0,1
395,3,4.0,4,2,250.0,2,0,1.0,0,2,4.0,3,75.0,2,2,1.0,3,1.0,0,1,1
396,0,72.0,4,9,250.0,4,0,4.0,3,2,4.0,0,19.0,2,0,4.0,0,1.0,0,1,1
397,2,4.0,0,9,250.0,4,0,4.0,3,2,4.0,3,19.0,1,2,4.0,1,1.0,0,1,1
398,3,72.0,2,1,18424.0,4,4,1.0,3,2,4.0,2,75.0,0,1,1.0,1,1.0,1,1,0
399,0,72.0,3,0,250.0,2,0,4.0,0,2,4.0,0,19.0,0,1,1.0,0,1.0,0,1,0
400,0,4.0,4,1,250.0,2,0,1.0,1,2,4.0,3,19.0,2,0,1.0,0,1.0,0,0,0
401,0,4.0,0,9,250.0,0,0,4.0,3,2,1.0,3,19.0,2,2,1.0,3,1.0,0,1,1
402,0,4.0,1,0,250.0,4,1,1.0,2,2,1.0,3,19.0,1,2,1.0,3,1.0,1,1,1
403,3,4.0,4,1,250.0,0,0,1.0,0,2,4.0,3,75.0,0,2,1.0,1,1.0,0,0,1
404,3,4.0,1,0,250.0,4,4,1.0,1,2,4.0,3,19.0,0,2,1.0,3,1.0,1,0,1
405,3,4.0,3,0,250.0,0,0,1.0,2,2,4.0,3,19.0,0,2,1.0,2,1.0,0,0,1
406,0,72.0,4,8,18424.0,0,4,4.0,3,2,1.0,0,19.0,0,0,1.0,0,1.0,1,0,0
407,3,4.0,2,0,250.0,0,0,1.0,0,2,4.0,3,19.0,0,2,1.0,3,1.0,0,1,1
408,0,4.0,0,2,250.0,4,0,4.0,2,2,1.0,3,19.0,1,2,1.0,3,1.0,0,1,1
409,3,4.0,0,1,250.0,1,1,4.0,0,2,4.0,3,75.0,1,2,1.0,3,1.0,0,1,1
410,0,72.0,0,2,250.0,4,0,4.0,3,2,1.0,0,19.0,0,2,4.0,2,1.0,0,1,0
411,0,4.0,4,9,250.0,4,4,4.0,3,2,1.0,0,19.0,2,0,1.0,0,1.0,1,1,1
412,3,4.0,3,8,250.0,4,1,4.0,2,2,4.0,0,19.0,1,2,1.0,2,1.0,0,1,1
413,3,4.0,4,0,250.0,0,0,1.0,0,2,4.0,3,19.0,2,2,1.0,3,1.0,1,1,0
414,0,4.0,0,0,250.0,0,0,4.0,0,2,1.0,3,19.0,0,2,4.0,3,1.0,0,1,1
415,3,4.0,0,9,18424.0,4,0,4.0,3,1,1.0,3,19.0,0,1,4.0,3,1.0,0,0,1
416,0,72.0,0,3,250.0,4,0,4.0,3,2,1.0,2,19.0,1,0,4.0,2,1.0,0,1,0
417,0,4.0,3,0,18424.0,0,0,1.0,0,2,1.0,0,19.0,0,2,1.0,3,1.0,0,1,1
418,0,72.0,2,3,250.0,3,0,1.0,3,2,1.0,2,19.0,2,2,1.0,3,1.0,0,1,0
419,0,4.0,4,8,250.0,4,0,1.0,0,2,1.0,0,19.0,0,2,4.0,2,1.0,0,1,1
420,0,72.0,2,8,18424.0,4,1,4.0,3,1,1.0,0,19.0,0,0,4.0,0,1.0,0,0,0
421,3,4.0,1,7,250.0,2,1,1.0,3,1,4.0,3,75.0,0,2,1.0,3,1.0,0,1,1
422,3,4.0,3,0,250.0,1,0,1.0,1,2,4.0,3,19.0,2,1,1.0,3,1.0,0,1,1
423,0,4.0,1,9,250.0,4,4,4.0,3,2,1.0,0,75.0,2,0,1.0,0,1.0,1,1,1
424,3,4.0,3,9,250.0,3,1,4.0,2,2,4.0,2,75.0,1,2,4.0,0,1.0,0,1,1
425,3,4.0,0,6,250.0,0,0,1.0,3,1,1.0,3,19.0,0,2,4.0,3,1.0,0,0,1
426,3,4.0,4,1,18424.0,2,1,1.0,3,2,1.0,3,75.0,1,2,1.0,0,1.0,0,1,1
427,3,72.0,1,5,18424.0,3,2,1.0,3,2,1.0,0,75.0,1,0,1.0,0,1.0,1,1,1
428,3,4.0,0,1,250.0,0,0,1.0,1,2,1.0,0,19.0,1,2,1.0,3,1.0,0,1,1
429,1,4.0,4,8,250.0,1,0,4.0,3,2,1.0,0,19.0,2,0,1.0,1,1.0,0,1,1
430,0,4.0,4,9,250.0,4,0,4.0,0,2,4.0,0,19.0,1,2,1.0,1,1.0,0,1,1
431,3,4.0,0,9,250.0,1,4,4.0,3,2,4.0,3,75.0,1,0,1.0,2,1.0,1,1,1
432,1,4.0,2,0,250.0,1,0,1.0,0,2,1.0,3,19.0,0,2,1.0,3,1.0,0,0,1
433,1,72.0,4,7,18424.0,2,4,1.0,3,2,1.0,0,19.0,0,0,1.0,0,1.0,1,1,1
434,2,72.0,4,9,18424.0,3,4,1.0,3,2,4.0,0,75.0,0,0,1.0,0,1.0,1,1,1
435,0,4.0,2,9,250.0,4,3,4.0,3,2,1.0,0,19.0,1,1,1.0,0,1.0,1,0,1
436,3,4.0,0,5,18424.0,0,4,4.0,3,2,1.0,0,19.0,0,0,1.0,0,1.0,0,0,1
437,0,4.0,1,3,250.0,4,2,4.0,3,2,4.0,0,19.0,2,0,1.0,0,1.0,1,0,0
438,3,4.0,0,9,18424.0,0,3,4.0,3,1,1.0,2,19.0,0,0,4.0,3,1.0,0,1,1
439,3,4.0,3,6,250.0,4,1,1.0,2,2,4.0,2,19.0,0,2,1.0,2,1.0,1,1,1
440,0,72.0,4,9,250.0,0,4,4.0,3,2,1.0,0,19.0,1,0,1.0,0,1.0,0,0,0
441,3,72.0,0,0,250.0,4,2,4.0,3,2,4.0,0,19.0,1,2,1.0,2,1.0,1,1,0
442,2,4.0,0,9,250.0,4,4,4.0,3,2,1.0,0,19.0,0,0,1.0,0,1.0,1,1,1
443,3,72.0,3,0,18424.0,4,3,1.0,0,2,4.0,0,19.0,0,2,1.0,0,1.0,1,1,0
444,0,72.0,1,0,250.0,4,0,4.0,2,2,1.0,0,19.0,1,2,4.0,0,1.0,0,0,0
445,3,72.0,4,7,250.0,4,2,1.0,3,2,4.0,0,19.0,0,1,4.0,0,1.0,0,1,1
446,0,4.0,2,0,250.0,2,0,1.0,0,2,4.0,3,19.0,1,2,1.0,3,1.0,0,0,0
447,0,72.0,2,1,250.0,1,1,3.401150345802307,0,2,4.0,0,19.0,1,0,1.0,0,1.0,0,1,0
448,0,72.0,1,1,250.0,0,0,4.0,0,2,1.0,2,19.0,2,2,1.0,1,1.0,0,0,0
449,0,4.0,1,0,250.0,0,0,4.0,1,2,1.0,0,19.0,2,2,4.0,3,1.0,0,1,1
450,3,72.0,1,0,18424.0,1,0,1.0,3,2,1.0,3,19.0,0,1,1.0,3,1.0,0,1,0
451,3,4.0,0,0,250.0,1,0,1.0,0,2,1.0,3,19.0,0,2,4.0,3,1.0,0,1,0
452,0,4.0,0,0,250.0,2,0,1.0,3,1,1.0,3,19.0,0,1,1.0,3,1.0,1,1,0
453,3,4.0,4,0,250.0,4,2,1.0,0,2,4.0,0,19.0,2,1,1.0,0,1.0,1,1,1
454,3,4.0,2,9,250.0,3,4,1.0,3,1,4.0,1,19.0,0,2,1.0,2,1.0,0,1,1
455,3,72.0,4,3,250.0,2,0,1.0,3,1,1.0,3,19.0,0,2,4.0,3,1.0,0,0,1
456,3,4.0,2,4,18424.0,3,2,1.0,3,2,4.0,1,19.0,2,1,1.0,0,1.0,1,1,1
457,3,4.0,3,1,250.0,1,4,4.0,1,2,1.0,0,19.0,2,0,1.0,0,1.0,1,1,1
458,0,4.0,4,1,250.0,0,0,4.0,0,2,1.0,0,19.0,2,0,1.0,0,1.0,0,0,0
459,3,4.0,3,7,18424.0,2,4,1.0,3,2,1.0,3,19.0,0,0,1.0,0,1.0,1,0,1
460,0,4.0,1,0,250.0,0,0,4.0,3,1,4.0,3,19.0,1,2,4.0,2,1.0,0,0,0
461,2,72.0,3,0,18424.0,0,2,1.0,0,2,1.0,0,19.0,1,2,1.0,1,1.0,1,0,0
462,0,72.0,2,1,250.0,1,0,1.0,3,2,1.0,3,75.0,0,2,1.0,3,1.0,0,1,1
463,3,4.0,3,7,250.0,4,4,1.0,3,2,1.0,3,19.0,0,2,1.0,0,1.0,1,1,1
464,3,4.0,1,4,250.0,1,3,4.0,0,2,4.0,2,75.0,1,2,1.0,3,1.0,1,1,1
465,0,4.0,4,3,250.0,4,2,1.0,3,2,1.0,0,19.0,0,2,1.0,0,1.0,1,0,0
466,0,4.0,1,0,18424.0,0,0,1.0,3,1,1.0,3,75.0,0,1,1.0,3,1.0,0,1,1
467,3,72.0,4,0,18424.0,4,0,1.0,3,2,4.0,0,19.0,0,1,4.0,0,1.0,0,0,0
468,0,72.0,3,0,250.0,3,0,1.0,0,2,4.0,2,19.0,0,2,4.0,0,1.0,0,0,0
469,0,4.0,4,3,250.0,3,0,1.0,2,2,4.0,0,19.0,2,2,1.0,3,1.0,0,1,1
470,3,4.0,4,7,250.0,1,1,1.0,3,1,4.0,3,75.0,2,2,4.0,1,1.0,0,1,1
471,3,72.0,3,2,18424.0,4,4,1.0,3,2,1.0,0,19.0,0,1,1.0,0,1.0,1,1,0
472,0,4.0,1,7,18424.0,0,2,4.0,3,1,1.0,3,75.0,2,0,1.0,0,1.0,1,0,0
473,3,4.0,1,8,18424.0,4,0,4.0,3,1,1.0,3,19.0,1,2,4.0,3,1.0,0,1,1
