,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
8565,80000.0,0,1,2,60,0,0,0,0,0,0,36088,37802,36782.0,35447.0,33502.0,31680.0,2100.0,1600.0,1113.0,1294.0,1261.0,590.0,0
8566,100000.0,1,2,2,43,0,0,0,0,0,0,42451,43570,45941.0,46528.0,32903.0,34938.0,1661.0,1800.0,1860.0,1120.0,1330.0,7971.0,0
8567,80000.0,1,3,2,41,1,-2,-2,-2,-2,-1,0,0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,208.0,7296.0,0
8568,400000.0,1,2,1,39,2,0,0,0,0,0,95719,96181,101023.0,104865.0,110567.0,105145.0,5030.0,5095.0,5189.0,7000.0,4016.0,5000.0,0
8569,240000.0,1,1,2,36,-2,-2,-2,-2,-2,-2,4081,82620,49800.0,0.0,46987.0,38355.0,84118.0,67533.0,0.0,46834.0,37616.0,20000.0,0
8570,280000.0,1,1,1,39,0,0,0,0,0,0,209265,209929,212058.0,216754.0,176688.0,180388.0,10022.0,10011.0,10000.0,28002.0,8000.0,48061.0,0
8571,20000.0,0,2,2,32,0,0,0,3,2,0,8879,10222,6436.0,8343.0,8061.0,6857.0,1117.0,1903.0,0.0,0.0,500.0,872.0,1
8572,80000.0,1,1,2,37,2,0,0,0,0,0,54933,55460,58716.0,60051.0,59204.0,61092.0,4041.0,2688.0,1865.0,3000.0,2189.0,2000.0,1
8573,90000.0,0,2,2,35,0,0,2,2,2,3,15952,17392,16720.0,18483.0,17888.0,19097.0,3200.0,0.0,1829.0,0.0,2000.0,0.0,0
8574,80000.0,1,2,2,41,1,-2,-2,-2,-2,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8575,130000.0,1,3,1,58,-1,2,2,-1,0,0,780,632,291.0,21515.0,16663.0,16928.0,0.0,0.0,22935.0,659.0,600.0,204.0,1
8576,50000.0,1,5,2,41,1,2,2,2,0,0,44350,43360,44694.0,43165.0,44659.0,46078.0,0.0,3300.0,0.0,1571.0,1652.0,2928.0,0
8577,260000.0,1,1,1,43,1,-1,-1,-1,-1,-2,-6,6370,-3098.0,234.0,0.0,0.0,6372.0,0.0,6002.0,0.0,0.0,0.0,0
8578,60000.0,1,2,1,38,1,2,0,0,0,2,43434,45375,45559.0,46165.0,49367.0,49561.0,0.0,2045.0,1800.0,4476.0,0.0,2200.0,1
8579,140000.0,1,1,1,40,2,2,2,2,4,3,136785,137175,140185.0,136438.0,133030.0,133324.0,5000.0,6000.0,5014.0,4502.0,5000.0,42.0,1
8580,30000.0,1,3,2,27,-1,2,2,0,0,0,9600,8805,13861.0,16095.0,25053.0,21490.0,1400.0,0.0,4554.0,6000.0,5000.0,0.0,0
8581,110000.0,1,1,2,40,0,0,2,2,-2,-2,84589,56182,56000.0,0.0,0.0,0.0,5003.0,0.0,0.0,0.0,0.0,0.0,1
8582,20000.0,1,2,1,36,2,0,0,2,2,2,6099,7477,8989.0,8208.0,6963.0,7269.0,1274.0,2000.0,0.0,1000.0,0.0,0.0,1
8583,220000.0,0,1,2,35,0,0,0,0,-1,0,24429,23618,26631.0,5958.0,57540.0,49947.0,1325.0,1196.0,739.0,57500.0,1700.0,1563.0,0
8584,160000.0,0,3,2,46,-2,-2,-2,-2,-2,-2,1562,792,8994.0,6012.0,6257.0,24764.0,790.0,9059.0,6053.0,6243.0,22507.0,6485.0,0
8585,230000.0,1,2,1,39,-1,-1,-1,0,-1,-1,3102,0,10124.0,632.0,600.0,-3040.0,0.0,10200.0,390.0,632.0,0.0,0.0,0
8586,200000.0,0,3,1,43,1,2,-1,0,0,0,1296,390,1560.0,968.0,450.0,671.0,0.0,1560.0,0.0,0.0,0.0,316.0,0
8587,180000.0,1,1,2,44,1,2,0,0,2,0,35916,32546,28034.0,20799.0,9584.0,9788.0,0.0,1200.0,3000.0,0.0,2000.0,10000.0,0
8588,30000.0,1,2,2,47,2,2,2,0,0,0,12751,12267,11970.0,7921.0,8986.0,8416.0,2605.0,0.0,295.0,332.0,185.0,564.0,1
8589,150000.0,1,3,2,57,-2,-1,0,0,0,0,152519,153900,153190.0,155528.0,50228.0,87197.0,0.0,6164.0,5012.0,5000.0,1012.0,32696.0,1
8590,230000.0,1,2,2,38,-2,-2,-2,-2,-2,-2,169,709,264.0,5051.0,22760.0,0.0,711.0,264.0,5065.0,22807.0,0.0,0.0,0
8591,120000.0,0,2,2,43,-1,-1,-1,-1,-1,-1,396,380,380.0,396.0,390.0,396.0,382.0,400.0,396.0,388.0,396.0,396.0,0
8592,50000.0,1,2,2,42,0,0,0,0,0,2,42067,35995,27484.0,27216.0,28631.0,27758.0,1500.0,1500.0,1435.0,2100.0,0.0,1000.0,1
8593,160000.0,1,2,2,47,0,0,0,0,0,0,90547,86694,86961.0,89737.0,48461.0,49067.0,3085.0,3700.0,3186.0,2000.0,2919.0,1740.0,1
8594,120000.0,0,3,2,35,0,0,0,-2,-1,0,15585,3670,0.0,0.0,17227.0,17102.0,4909.0,0.0,0.0,17948.0,0.0,726.0,0
8595,80000.0,1,2,2,27,0,0,0,0,0,-1,74413,73132,73534.0,64746.0,69180.0,24068.0,3000.0,2986.0,2400.0,8110.0,1911.0,2000.0,0
8596,140000.0,0,3,2,54,-1,-1,-1,-1,0,-1,1476,7465,7702.0,9693.0,3516.0,12157.0,7468.0,7759.0,10000.0,0.0,12573.0,5812.0,1
8597,120000.0,1,2,1,45,0,0,0,0,0,0,117775,119166,137751.0,77639.0,48476.0,49772.0,10000.0,6712.0,2280.0,3000.0,5000.0,5000.0,0
8598,200000.0,1,1,1,42,-1,-1,-1,-2,-1,-1,880,799,0.0,0.0,461.0,-44.0,803.0,0.0,0.0,457.0,0.0,390.0,0
8599,210000.0,0,2,1,53,-2,-2,-2,-2,-2,-2,777,2050,790.0,1410.0,336.0,700.0,2060.0,796.0,1411.0,346.0,699.0,1892.0,0
8600,320000.0,0,2,2,33,-2,-2,-2,-2,-2,-2,5250,11684,15736.0,5639.0,0.0,5776.0,11850.0,16392.0,5676.0,0.0,5773.0,68361.0,0
8601,20000.0,1,2,2,34,1,2,0,0,0,2,5659,5391,6098.0,9085.0,10503.0,10916.0,0.0,1500.0,1600.0,2000.0,0.0,1000.0,1
8602,680000.0,0,1,2,50,0,0,0,0,0,0,321279,324262,254293.0,200761.0,197914.0,154477.0,11000.0,7700.0,8000.0,7029.0,7500.0,5845.0,0
8603,250000.0,1,0,1,47,-1,-1,-1,2,-1,0,1929,728,2287.0,3580.0,796.0,4899.0,1097.0,2289.0,0.0,780.0,4816.0,0.0,1
8604,20000.0,0,2,2,38,2,-1,-1,-2,-2,-2,0,2000,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,1
8605,30000.0,0,1,2,57,0,0,0,0,0,0,29272,29960,27541.0,28546.0,29523.0,29523.0,1500.0,1815.0,1118.0,1100.0,1073.0,1054.0,0
8606,30000.0,1,2,2,33,-1,0,0,-1,2,-1,38390,35422,8128.0,14470.0,10914.0,29550.0,1901.0,1500.0,14776.0,2000.0,31448.0,3000.0,0
8607,90000.0,0,2,1,29,0,0,0,0,0,0,82410,84221,77956.0,76841.0,73077.0,77831.0,8000.0,3000.0,2960.0,3000.0,15000.0,2000.0,0
8608,130000.0,1,1,1,51,0,0,0,2,2,2,85342,86865,89895.0,90514.0,94687.0,96226.0,3143.0,8600.0,524.0,0.0,7414.0,3500.0,0
8609,280000.0,1,2,2,42,-2,-2,-2,-2,-2,-2,5819,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8610,110000.0,1,1,2,48,0,0,0,0,0,0,38565,39492,41515.0,43730.0,44446.0,46646.0,1700.0,2038.0,3500.0,1500.0,1823.0,1668.0,0
8611,360000.0,0,1,2,37,-1,-1,-1,0,0,-1,9610,10892,44164.0,18547.0,10919.0,21831.0,10943.0,44384.0,1400.0,0.0,22133.0,5000.0,0
8612,60000.0,1,2,2,51,-1,-1,-1,-1,0,0,390,600,611.0,9646.0,11428.0,4298.0,600.0,613.0,10000.0,1000.0,1000.0,40000.0,0
8613,440000.0,1,1,2,64,0,0,0,0,0,0,195379,201418,205477.0,212010.0,191671.0,194018.0,10000.0,10000.0,10000.0,8000.0,5799.0,7000.0,0
8614,90000.0,1,2,2,35,1,-1,-1,-2,-2,-2,0,416,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,1
8615,370000.0,0,1,1,45,1,-2,-2,-2,-2,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0
8616,100000.0,0,1,2,46,-1,-1,-1,-1,-1,-1,390,390,370.0,380.0,360.0,671.0,390.0,387.0,380.0,353.0,676.0,500.0,0
8617,110000.0,1,2,2,46,0,0,0,0,0,0,115467,113724,108567.0,104000.0,103816.0,108619.0,5020.0,3939.0,4000.0,4000.0,4359.0,3945.0,1
8618,150000.0,1,2,3,57,0,0,0,0,0,0,227634,235704,245393.0,139741.0,144802.0,147690.0,63000.0,10009.0,8000.0,20151.0,5600.0,3500.0,0
8619,230000.0,1,2,2,38,-1,-1,-1,-1,-1,-1,834,416,416.0,2977.0,854.0,580.0,416.0,419.0,2980.0,50000.0,500.0,316.0,0
8620,280000.0,1,2,1,39,-2,-2,-2,-2,-1,-1,100648,37494,41300.0,1296.0,71637.0,79053.0,43894.0,41285.0,1941.0,67372.0,80601.0,25156.0,0
8621,50000.0,0,2,2,39,1,2,0,0,0,0,51377,45147,30286.0,20150.0,20264.0,19703.0,79.0,1510.0,700.0,803.0,1043.0,545.0,1
8622,230000.0,0,2,2,61,0,0,0,0,0,0,167635,162791,161076.0,134989.0,134744.0,136151.0,6150.0,6300.0,5100.0,5000.0,5000.0,3483.0,1
8623,120000.0,0,2,2,37,0,0,0,0,0,0,65645,71406,69111.0,63628.0,32099.0,25334.0,2625.0,1925.0,1634.0,970.0,1000.0,1500.0,0
8624,20000.0,0,2,2,48,2,2,2,2,2,0,6620,7212,9407.0,8594.0,8529.0,19894.0,2500.0,1400.0,1000.0,0.0,5000.0,500.0,0
8625,110000.0,0,1,1,36,0,0,0,0,0,0,36152,37323,38340.0,37100.0,38030.0,40307.0,1600.0,1618.0,1700.0,1406.0,2379.0,1410.0,0
8626,400000.0,0,1,2,34,0,0,0,0,0,0,71991,75711,76441.0,76287.0,76058.0,47622.0,3000.0,4100.0,4000.0,3000.0,1830.0,5000.0,0
8627,150000.0,0,2,2,56,3,3,2,2,2,2,108660,113728,119953.0,115923.0,120837.0,99114.0,0.0,0.0,8990.0,7900.0,0.0,0.0,1
8628,150000.0,0,2,2,55,2,0,0,0,0,0,141148,131970,120285.0,119070.0,118334.0,60792.0,5000.0,5485.0,4407.0,7500.0,3000.0,2500.0,1
8629,20000.0,0,2,2,44,0,0,0,0,0,0,19796,20486,20723.0,20152.0,20294.0,20482.0,1645.0,1731.0,1653.0,700.0,783.0,1001.0,0
8630,160000.0,1,1,1,43,-1,0,0,0,0,0,1090,1999,1408.0,1170.0,780.0,300.0,1345.0,1200.0,0.0,0.0,0.0,390.0,0
8631,350000.0,0,1,1,57,-1,-1,-1,-1,-1,-1,5961,6318,1485.0,255.0,9192.0,35920.0,6326.0,1485.0,253.0,9216.0,35387.0,396.0,0
8632,70000.0,0,1,2,39,0,0,0,0,0,0,59795,61085,58748.0,56741.0,55970.0,60650.0,2479.0,2809.0,2100.0,2100.0,9751.0,0.0,0
8633,230000.0,0,2,2,45,0,0,0,0,0,0,189724,169943,160270.0,109271.0,36753.0,33201.0,10000.0,5198.0,4054.0,3000.0,3600.0,1000.0,0
8634,50000.0,1,3,2,32,0,0,0,0,0,0,46791,45005,39689.0,23665.0,21760.0,20756.0,2300.0,2438.0,884.0,3000.0,3000.0,0.0,0
8635,60000.0,0,2,1,37,-1,-1,-1,-1,-1,-1,8308,69279,59483.0,9779.0,11243.0,10000.0,72500.0,65676.0,9838.0,11108.0,11294.0,0.0,0
8636,230000.0,1,3,1,35,1,-2,-2,-1,0,0,0,0,0.0,2262.0,6182.0,256.0,0.0,0.0,2219.0,5000.0,0.0,7600.0,0
8637,350000.0,1,2,1,38,-2,-2,-2,-2,-2,-2,-150,1656,54478.0,15181.0,12315.0,5107.0,1730.0,54832.0,15257.0,12780.0,5151.0,25017.0,0
8638,140000.0,1,2,2,55,1,-2,-2,-2,-2,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8639,500000.0,1,1,1,61,-2,-2,-2,-2,-2,-2,0,-420,909.0,555.0,780.0,288.0,0.0,1200.0,556.0,784.0,264.0,1861.0,0
8640,100000.0,0,2,1,33,0,0,0,2,2,2,54404,57469,58156.0,58460.0,59828.0,61284.0,5000.0,4560.0,2000.0,0.0,5700.0,3200.0,0
8641,170000.0,1,3,1,50,0,0,0,0,0,0,86229,88988,93751.0,94082.0,99593.0,101412.0,3991.0,4300.0,3509.0,3934.0,4000.0,3750.0,0
8642,90000.0,1,2,2,29,-1,-1,2,0,0,-1,198,792,390.0,780.0,396.0,390.0,780.0,0.0,900.0,0.0,390.0,396.0,1
8643,10000.0,0,3,2,40,0,0,0,0,0,0,8487,9043,8751.0,7512.0,11560.0,6378.0,1500.0,1500.0,1215.0,10000.0,1000.0,4000.0,0
8644,30000.0,1,2,2,52,0,0,-2,-2,-2,-2,18526,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8645,60000.0,0,3,2,60,0,0,0,0,0,0,26344,25544,26723.0,24958.0,25620.0,26351.0,1446.0,1735.0,1432.0,1500.0,1500.0,1000.0,0
8646,180000.0,1,1,1,48,-1,2,2,-2,-2,-2,450,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3738.0,0
8647,150000.0,1,3,2,41,3,2,2,2,2,2,161569,161487,162960.0,163330.0,170098.0,71403.0,8100.0,0.0,11700.0,0.0,6000.0,13000.0,1
8648,310000.0,1,1,1,33,2,2,-1,-1,-1,-2,2500,1242,1823.0,0.0,-657.0,-1357.0,0.0,1835.0,0.0,0.0,0.0,2000.0,0
8649,260000.0,0,1,2,40,0,-1,-1,-1,0,-1,167685,4373,0.0,1762.0,8190.0,3837.0,4375.0,0.0,1760.0,10650.0,3194.0,2599.0,0
8650,360000.0,1,1,1,43,0,0,0,0,0,0,162773,183070,176857.0,178468.0,184784.0,192627.0,20000.0,13641.0,15000.0,10000.0,15013.0,4507.0,0
8651,200000.0,0,3,2,37,-1,-1,0,-1,-1,2,546,6531,0.0,561.0,3482.0,970.0,6567.0,0.0,561.0,3486.0,0.0,993.0,0
8652,380000.0,0,2,1,52,1,-2,-2,-2,-2,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8653,200000.0,1,2,1,43,0,0,0,0,0,0,75811,68414,55382.0,49099.0,51127.0,51756.0,2001.0,2500.0,1757.0,1900.0,2000.0,2000.0,0
8654,80000.0,0,2,2,28,2,3,2,2,0,0,54933,58362,57455.0,58155.0,59204.0,59096.0,0.0,2100.0,0.0,2133.0,1875.0,1486.0,0
8655,100000.0,1,2,2,51,2,2,2,2,2,2,59586,59038,54715.0,50345.0,50485.0,50322.0,2000.0,0.0,3800.0,1900.0,1600.0,1756.0,1
8656,230000.0,1,2,2,34,1,2,0,0,0,0,14460,10403,9429.0,7263.0,7042.0,2865.0,1000.0,1164.0,1026.0,1009.0,1400.0,1598.0,0
8657,300000.0,1,3,2,42,0,0,0,0,0,0,193462,194336,177597.0,164729.0,100244.0,98363.0,8135.0,5299.0,6037.0,11068.0,5000.0,15000.0,0
8658,190000.0,1,2,2,55,-1,-1,-2,-1,0,-1,829,-660,-1580.0,40733.0,21195.0,148482.0,0.0,1460.0,38679.0,2000.0,166000.0,16253.0,1
8659,50000.0,0,2,2,56,0,0,0,0,0,0,50546,50529,48608.0,44113.0,45775.0,0.0,1818.0,2250.0,1954.0,0.0,0.0,0.0,1
8660,50000.0,0,2,2,50,-1,-1,-1,-1,-1,-1,1440,1872,2482.0,1475.0,2620.0,0.0,1870.0,2440.0,1473.0,2620.0,0.0,0.0,1
8661,30000.0,0,3,2,31,0,0,0,0,0,0,26742,28014,28676.0,29622.0,29500.0,27270.0,2001.0,1500.0,1315.0,2006.0,1000.0,2728.0,0
8662,380000.0,0,1,1,32,-1,-1,-2,-2,-2,-2,1294,0,0.0,0.0,-5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8663,180000.0,1,2,2,44,-1,-1,-1,-1,-1,-1,4453,0,2012.0,2546.0,1000.0,1979.0,0.0,2015.0,2540.0,1000.0,1980.0,906.0,0
8664,300000.0,1,2,2,38,-1,-1,-1,-2,-2,-2,4950,20833,-10.0,-18.0,-18.0,1153.0,20710.0,0.0,0.0,0.0,1170.0,3302.0,0
8665,220000.0,1,1,2,40,2,2,0,0,0,0,165665,119426,76453.0,45340.0,49959.0,50287.0,13.0,4000.0,20000.0,20004.0,14184.0,1900.0,1
8666,280000.0,1,1,2,39,0,0,0,0,0,0,209265,211453,207821.0,216988.0,199069.0,200841.0,10000.0,7000.0,7035.0,7400.0,7500.0,7517.0,0
8667,320000.0,1,2,1,40,-1,-1,-2,-2,-2,-2,1943,3872,126.0,-868.0,0.0,1153.0,3943.0,150.0,0.0,1455.0,1174.0,899.0,0
8668,30000.0,0,1,2,57,0,0,0,0,0,0,29272,29507,30477.0,29256.0,30042.0,27803.0,1765.0,1900.0,1456.0,1000.0,2007.0,1040.0,0
8669,210000.0,0,1,2,30,3,2,-1,-1,-1,-1,231357,8206,5579.0,7556.0,7344.0,11720.0,16412.0,2866.0,7505.0,7301.0,11931.0,360.0,0
8670,50000.0,1,2,2,46,0,0,2,2,2,2,49206,51247,54784.0,51648.0,50540.0,50555.0,4210.0,10000.0,0.0,5200.0,2000.0,10000.0,1
8671,70000.0,1,1,2,40,0,0,0,0,0,0,60412,67474,63553.0,66782.0,50690.0,48876.0,5000.0,4000.0,1926.0,1809.0,2100.0,1774.0,0
8672,100000.0,1,1,2,42,0,0,2,2,0,0,17565,32768,24175.0,37975.0,39752.0,33351.0,5000.0,1300.0,12.0,2000.0,2000.0,520.0,0
8673,300000.0,1,1,3,54,-1,0,0,-1,0,0,7445,6728,838.0,2959.0,2608.0,1102.0,3017.0,840.0,2947.0,0.0,6.0,700.0,0
8674,200000.0,0,2,1,34,-1,-1,-1,-1,-2,-2,1125,898,3707.0,22813.0,2413.0,11486.0,898.0,3771.0,22813.0,2456.0,11411.0,3660.0,0
8675,50000.0,0,2,2,35,0,0,0,0,0,0,49241,49718,50275.0,20186.0,19286.0,19034.0,2200.0,5000.0,1005.0,730.0,700.0,186.0,0
8676,190000.0,0,2,1,54,0,0,0,0,0,0,66012,68099,68759.0,71270.0,70355.0,67219.0,3800.0,3786.0,3700.0,4200.0,3000.0,53860.0,0
8677,20000.0,1,2,1,53,0,0,0,4,3,2,8469,9281,11492.0,11112.0,12660.0,27460.0,1159.0,3258.0,0.0,1000.0,2028.0,1000.0,0
8678,220000.0,1,3,2,39,1,-2,-2,-2,-2,-2,0,0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,1
8679,80000.0,1,1,1,53,0,0,0,0,0,0,48688,101878,46025.0,47283.0,44230.0,70573.0,2308.0,2004.0,2000.0,1514.0,30000.0,0.0,1
8680,50000.0,1,3,2,38,0,0,0,0,0,0,47036,43512,33995.0,19474.0,14563.0,31043.0,1400.0,1317.0,1200.0,1000.0,10000.0,1943.0,0
8681,340000.0,1,2,2,34,0,0,0,0,0,0,79819,82761,120927.0,111847.0,128087.0,129357.0,6000.0,4700.0,15000.0,2000.0,4183.0,5873.0,0
8682,200000.0,0,1,2,54,-2,-2,-2,-2,-2,-2,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8683,80000.0,0,1,2,38,-1,-1,-1,-1,-1,-1,390,390,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,0
8684,230000.0,0,1,2,39,-1,-1,-1,2,0,0,9360,395,386.0,300.0,210.0,60097.0,500.0,390.0,0.0,0.0,55317.0,0.0,0
8685,20000.0,0,2,2,32,0,0,0,0,-1,0,6620,8229,8799.0,4078.0,2174.0,836.0,1200.0,1000.0,94.0,2192.0,0.0,390.0,1
8686,260000.0,1,1,1,43,-1,-1,-1,-1,-1,-1,6062,20833,7737.0,1188.0,22579.0,9372.0,22359.0,7655.0,1198.0,22357.0,9451.0,8917.0,0
8687,160000.0,0,2,2,44,-1,-1,-1,-1,0,-1,4825,4993,8422.0,10912.0,2361.0,5472.0,5012.0,8457.0,11008.0,0.0,5468.0,1153.0,0
8688,220000.0,1,3,1,43,-1,-1,-1,2,-1,0,3455,4993,3055.0,291.0,326.0,2566.0,5000.0,3668.0,0.0,500.0,0.0,1757.0,0
8689,200000.0,1,2,1,34,-1,-1,-1,-1,-1,0,2727,1288,1647.0,1261.0,13861.0,12219.0,1294.0,1646.0,1262.0,14109.0,0.0,726.0,0
8690,350000.0,0,2,1,50,-1,-1,-1,-1,-1,-2,25840,22312,20477.0,5651.0,9147.0,16847.0,22372.0,19001.0,5608.0,9007.0,17303.0,44729.0,0
8691,360000.0,0,2,1,52,-2,-2,-2,-2,-2,-2,1495,365,257.0,1088.0,359.0,0.0,500.0,258.0,959.0,614.0,1700.0,1210.0,0
8692,200000.0,0,1,1,52,0,0,0,0,0,0,115702,117945,116585.0,118482.0,118586.0,121249.0,4527.0,4371.0,5800.0,3854.0,3400.0,3483.0,0
8693,300000.0,1,3,2,40,1,2,0,0,0,0,39260,42349,47023.0,45000.0,45617.0,46204.0,0.0,5000.0,2000.0,1000.0,0.0,11028.0,0
8694,130000.0,1,1,2,42,-1,-1,-1,-1,-1,-1,396,390,390.0,416.0,390.0,390.0,390.0,390.0,416.0,390.0,390.0,390.0,0
8695,30000.0,0,2,2,40,0,0,0,2,0,0,25328,24025,26647.0,19431.0,10873.0,10757.0,2588.0,3100.0,0.0,0.0,900.0,1214.0,0
8696,220000.0,1,1,2,38,-2,-2,-2,-2,-2,-2,28435,43015,88831.0,-500.0,69762.0,35299.0,43717.0,82979.0,0.0,82097.0,35433.0,0.0,0
8697,490000.0,0,2,1,50,-2,-1,-1,-1,-1,-1,11530,6545,1717.0,35490.0,-105.0,13804.0,6567.0,1790.0,36032.0,0.0,20000.0,3022.0,1
8698,270000.0,1,2,2,40,0,0,0,0,0,0,3686,4699,6126.0,8766.0,9539.0,10625.0,1070.0,1129.0,10000.0,1000.0,2000.0,390.0,0
8699,20000.0,0,2,2,30,-1,-1,2,0,0,2,6456,11792,9754.0,24007.0,23964.0,25437.0,9886.0,0.0,744.0,2000.0,1500.0,1500.0,0
8700,140000.0,0,2,2,41,-1,-1,-1,-1,-2,-2,11688,12367,7716.0,7905.0,0.0,0.0,2060.0,7670.0,7900.0,0.0,0.0,2190.0,1
8701,50000.0,1,2,2,44,-1,-1,0,0,0,0,12751,8408,9947.0,10142.0,9591.0,10055.0,8389.0,2000.0,5074.0,3601.0,3739.0,3647.0,1
8702,80000.0,1,1,2,33,0,0,0,0,0,-2,25211,25017,51224.0,27843.0,0.0,0.0,2000.0,11412.0,3000.0,0.0,0.0,0.0,0
8703,20000.0,1,3,2,36,0,0,0,0,0,0,20139,19067,19370.0,19355.0,17484.0,5120.0,1404.0,1183.0,394.0,1000.0,134.0,380.0,0
8704,150000.0,1,2,2,49,-2,-2,-2,-2,-2,-2,51997,0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,168.0,18143.0,0
8705,500000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,4560,15130,3317.0,6143.0,0.0,-200.0,15110.0,3260.0,12286.0,0.0,0.0,2965.0,0
8706,20000.0,0,3,2,30,-1,-1,-1,-1,-1,-1,342,792,226.0,1380.0,0.0,378.0,792.0,316.0,1390.0,0.0,378.0,941.0,0
8707,20000.0,1,3,2,44,0,0,0,0,0,0,17607,17927,18600.0,19284.0,15915.0,9199.0,1600.0,1737.0,1469.0,0.0,357.0,3020.0,0
8708,80000.0,1,3,2,46,2,2,2,2,2,2,45820,47270,46882.0,57000.0,57192.0,65000.0,1200.0,0.0,4000.0,0.0,5000.0,0.0,1
8709,70000.0,1,1,2,42,1,-2,-2,-2,-2,-2,0,0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0
8710,50000.0,1,2,2,49,1,2,0,0,0,0,49943,49749,48589.0,44113.0,29116.0,29039.0,0.0,1923.0,2006.0,1000.0,1168.0,1252.0,0
8711,20000.0,0,3,2,31,0,0,0,0,0,0,21635,18842,18977.0,19561.0,18826.0,19676.0,1358.0,1700.0,1400.0,700.0,800.0,855.0,1
8712,50000.0,1,3,2,37,0,0,0,0,0,0,64400,65443,69641.0,16970.0,19481.0,18994.0,2800.0,20000.0,1295.0,690.0,700.0,404.0,0
8713,50000.0,1,2,1,56,0,0,0,0,0,0,50715,51086,28185.0,15988.0,12177.0,14826.0,2400.0,1500.0,1206.0,343.0,816.0,715.0,0
8714,10000.0,0,2,2,48,2,2,2,2,2,0,9415,10400,10005.0,9327.0,9720.0,10962.0,1200.0,0.0,300.0,0.0,1400.0,2433.0,1
8715,50000.0,0,2,2,34,0,0,0,-2,-2,-2,50375,51400,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,1700.0,0.0,1
8716,100000.0,1,1,2,45,-1,-1,-1,-1,-1,-1,390,396,396.0,390.0,396.0,390.0,396.0,396.0,390.0,396.0,390.0,390.0,1
8717,70000.0,1,3,2,42,0,0,0,0,-2,-2,36243,37323,10529.0,0.0,0.0,0.0,2000.0,1629.0,0.0,0.0,0.0,0.0,0
8718,100000.0,1,2,1,33,0,0,0,2,2,2,26000,27041,70398.0,71105.0,56999.0,41345.0,1500.0,56388.0,0.0,7000.0,0.0,4000.0,0
8719,470000.0,0,3,2,38,0,0,0,0,0,0,33277,27546,31379.0,40673.0,35489.0,36645.0,3000.0,4880.0,9700.0,13000.0,15093.0,5016.0,0
8720,200000.0,1,3,1,44,-2,-2,-2,-2,-2,-2,1640,0,390.0,960.0,1374.0,2694.0,0.0,390.0,956.0,1357.0,2688.0,625.0,0
8721,50000.0,0,3,2,48,2,0,0,0,0,0,48768,49540,50851.0,49663.0,50133.0,50604.0,2100.0,1963.0,1772.0,1771.0,1894.0,2000.0,1
8722,120000.0,1,1,2,45,1,-1,-1,-1,-1,-1,-9,780,1176.0,390.0,540.0,370.0,780.0,1172.0,378.0,540.0,370.0,290.0,1
8723,100000.0,0,1,2,25,-1,-1,-1,2,2,2,1370,2086,6314.0,4113.0,4579.0,3180.0,2086.0,6247.0,0.0,500.0,0.0,1000.0,0
8724,30000.0,0,2,2,57,-1,-1,-1,-1,-1,-1,170,9110,28933.0,172.0,948.0,520.0,10446.0,28800.0,0.0,948.0,556.0,0.0,1
8725,210000.0,1,2,2,38,-1,-1,0,0,0,0,22861,88907,138640.0,144087.0,147657.0,144121.0,86992.0,60000.0,6305.0,234.0,5037.0,11894.0,0
8726,50000.0,0,2,2,40,1,-2,-2,-2,-2,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0
8727,60000.0,0,2,2,38,-1,0,-1,-1,-1,0,3995,20833,17102.0,1261.0,13734.0,9601.0,10050.0,16890.0,1387.0,7013.0,4000.0,3122.0,0
