,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
1476,1476,365989.0,2,2,2,33,-2,0,-2,-2,-2,-2,9428.0,3726.0,6020.0,6619.0,2693.0,-1202.0,548.0,451.0,121.0,772.0,2686.0,1796.0,0
1477,1477,277391.0,1,1,1,46,-1,-1,-1,-1,-1,-1,1780.0,1164.0,1297.0,7.0,418.0,1266.0,386.0,684.0,116784.0,44333.0,3787.0,12364.0,0
1478,1478,340926.0,2,2,2,34,0,0,0,0,0,0,25004.0,35621.0,31864.0,30139.0,9027.0,11177.0,10991.0,1814.0,1516.0,4814.0,253.0,5786.0,0
1479,1479,95086.0,2,1,2,31,2,0,0,0,0,0,100082.0,23787.0,42102.0,44623.0,46688.0,48714.0,691.0,5386.0,1621.0,0.0,3973.0,3045.0,0
1480,1480,177648.0,2,3,1,32,0,0,0,0,0,0,317270.0,8252.0,146879.0,155532.0,18353.0,161625.0,7737.0,7890.0,522.0,6205.0,2370.0,1461.0,0
1481,1481,25732.0,2,2,1,30,0,0,0,0,0,0,38924.0,73567.0,40942.0,18721.0,17159.0,4452.0,1098.0,0.0,0.0,278.0,1026.0,91.0,0
1482,1482,49087.0,1,2,2,28,2,0,0,0,0,0,33159.0,18806.0,51190.0,36688.0,43853.0,47474.0,1109.0,4362.0,2023.0,0.0,1843.0,1971.0,0
1483,1483,353840.0,2,2,2,38,-2,-2,-2,-2,-2,-2,-882.0,-649.0,-2105.0,5357.0,1773.0,-983.0,0.0,130.0,838.0,6515.0,6205.0,4393.0,0
1484,1484,71235.0,2,1,2,29,-1,-1,-1,-1,-1,0,1292.0,-3113.0,-423.0,1306.0,368.0,186.0,722.0,1643.0,0.0,1642.0,1409.0,0.0,0
1485,1485,224968.0,1,2,2,36,-1,-1,-2,-2,-2,-1,1222.0,179.0,-1527.0,870.0,-1074.0,107.0,341.0,0.0,1732.0,200.0,142.0,84.0,0
1486,1486,70505.0,2,2,1,45,2,2,2,3,-2,0,-696.0,1394.0,39124.0,11640.0,1069.0,13673.0,0.0,306.0,1715.0,306.0,0.0,168.0,1
1487,1487,273155.0,2,5,2,41,0,0,0,0,0,0,233629.0,216220.0,211396.0,147074.0,142516.0,296590.0,19234.0,3219.0,8848.0,7082.0,27623.0,178512.0,0
1488,1488,87237.0,2,1,2,43,-1,-1,-1,-1,0,0,-1005.0,2523.0,2703.0,20649.0,1667.0,212.0,1100.0,588.0,0.0,0.0,0.0,1765.0,0
1489,1489,89896.0,1,1,3,52,1,2,2,3,0,2,3329.0,6195.0,12733.0,21660.0,30740.0,37589.0,0.0,0.0,888.0,309.0,610.0,1860.0,0
1490,1490,205872.0,1,2,2,41,-1,-1,-1,-1,0,-1,149.0,-814.0,889.0,2110.0,389.0,-285.0,799.0,1045.0,1146.0,0.0,1356.0,406.0,0
1491,1491,118556.0,1,2,2,31,0,0,0,0,0,0,57577.0,109714.0,52592.0,29968.0,78156.0,15682.0,2885.0,2284.0,1890.0,9506.0,331.0,260.0,0
1492,1492,324749.0,1,2,2,32,0,0,0,0,0,0,101552.0,47248.0,42802.0,45009.0,42134.0,98373.0,76917.0,8411.0,23564.0,1548.0,28477.0,130076.0,0
1493,1493,320444.0,2,1,1,56,-1,-1,-1,-1,-1,-1,383.0,-31.0,-2812.0,-309.0,36.0,-539.0,1209.0,328.0,163.0,291.0,1.0,6178.0,0
1494,1494,272972.0,2,1,2,35,-1,-1,-1,-1,-1,-1,-500.0,753.0,-297.0,277.0,1291.0,-13.0,797.0,0.0,5337.0,244.0,923.0,939.0,0
1495,1495,229056.0,2,2,1,35,0,0,0,0,0,0,83046.0,96526.0,108159.0,113037.0,87643.0,76612.0,2985.0,2368.0,8120.0,2853.0,2318.0,6127.0,0
1496,1496,17277.0,2,2,1,40,0,0,0,-2,-2,-2,6943.0,19903.0,-157.0,-1561.0,622.0,-1441.0,991.0,172.0,0.0,12.0,49.0,0.0,0
1497,1497,52112.0,2,5,2,57,-2,-2,0,-2,-2,-2,-1082.0,777.0,261.0,142.0,911.0,6242.0,0.0,654.0,3129.0,952.0,396.0,363.0,0
1498,1498,73239.0,2,1,2,32,0,0,0,0,0,0,117333.0,136747.0,114908.0,91068.0,113509.0,122002.0,9029.0,2779.0,2346.0,1828.0,3704.0,5213.0,0
1499,1499,26987.0,1,3,0,58,-1,0,0,0,0,0,36118.0,15687.0,36056.0,31181.0,25884.0,20330.0,507.0,396.0,70.0,1578.0,1496.0,663.0,0
1500,1500,12045.0,2,1,2,25,0,0,0,0,0,0,14048.0,8138.0,20834.0,31454.0,4998.0,15928.0,1083.0,5278.0,2553.0,1238.0,17.0,135.0,0
1501,1501,10769.0,1,1,2,31,1,2,0,0,0,0,6997.0,2692.0,46286.0,33237.0,28417.0,13919.0,701.0,541.0,0.0,23.0,1396.0,2469.0,0
1502,1502,29633.0,2,1,2,33,-1,0,-1,-1,-1,-1,-299.0,458.0,666.0,2322.0,1439.0,143.0,1505.0,1120.0,0.0,749.0,415.0,1214.0,0
1503,1503,73094.0,2,1,2,28,2,2,0,0,0,0,100129.0,46709.0,50926.0,49767.0,39780.0,52897.0,6990.0,6604.0,3922.0,0.0,4991.0,1658.0,0
1504,1504,16981.0,2,3,2,53,3,2,2,2,2,2,7757.0,20334.0,10886.0,26667.0,8980.0,20209.0,1995.0,130.0,248.0,1039.0,0.0,1761.0,1
1505,1505,77607.0,1,1,2,48,0,0,0,0,0,0,97657.0,24799.0,71290.0,46062.0,47943.0,27224.0,1562.0,425.0,833.0,3505.0,1798.0,1704.0,0
1506,1506,21988.0,2,1,2,22,1,2,0,0,0,0,1277.0,8765.0,790.0,26388.0,23450.0,18425.0,269.0,76.0,3593.0,1965.0,1347.0,1185.0,0
1507,1507,113669.0,2,2,3,55,0,0,0,0,0,0,52764.0,99493.0,88344.0,71834.0,78272.0,56917.0,79323.0,91137.0,2518.0,1610.0,1968.0,2552.0,0
1508,1508,259031.0,2,2,1,46,2,0,0,0,0,0,102173.0,159828.0,94679.0,95774.0,86706.0,81307.0,7058.0,4505.0,2642.0,5977.0,14356.0,4823.0,0
1509,1509,68925.0,2,2,2,44,-2,-2,-2,3,2,-2,12930.0,11413.0,-1994.0,5060.0,12997.0,8454.0,765.0,1751.0,535.0,6310.0,274.0,0.0,0
1510,1510,133087.0,2,2,2,55,-1,-1,0,0,0,0,81796.0,44460.0,25873.0,147911.0,69122.0,64366.0,3851.0,2187.0,1057.0,487.0,4691.0,127.0,0
1511,1511,218746.0,2,3,1,53,0,0,0,0,0,0,83552.0,136569.0,174897.0,159351.0,179974.0,169557.0,2116.0,3334.0,1810.0,1930.0,3582.0,2767.0,0
1512,1512,72052.0,2,2,1,30,2,2,2,2,2,0,214349.0,121955.0,114634.0,123536.0,120250.0,155813.0,2797.0,4199.0,292.0,5238.0,5726.0,5276.0,1
1513,1513,13846.0,2,1,1,32,-1,0,0,0,0,0,21108.0,4528.0,113.0,7375.0,6511.0,9783.0,2182.0,4272.0,0.0,1758.0,598.0,1809.0,0
1514,1514,505519.0,2,1,1,51,-2,-2,-2,-2,-2,-1,-1082.0,-1002.0,-2639.0,-449.0,877.0,-1265.0,0.0,193.0,0.0,546.0,1135.0,3064.0,0
1515,1515,16189.0,1,1,2,23,0,0,0,0,0,-2,13438.0,48548.0,49826.0,1996.0,583.0,5066.0,3378.0,105.0,12.0,778.0,197.0,0.0,0
1516,1516,44326.0,2,3,1,30,0,0,0,0,0,0,47350.0,18455.0,42334.0,54154.0,43081.0,45893.0,707.0,0.0,1170.0,896.0,1723.0,1273.0,1
1517,1517,28126.0,1,2,2,31,0,0,0,0,0,0,20006.0,6386.0,10198.0,24730.0,23771.0,10652.0,1370.0,157.0,1815.0,1456.0,0.0,2351.0,0
1518,1518,58474.0,2,2,3,34,0,0,0,0,0,0,54729.0,14493.0,33697.0,27461.0,18167.0,21954.0,419.0,0.0,1465.0,56.0,1245.0,2505.0,0
1519,1519,224014.0,2,3,2,34,1,-2,-2,-1,-1,0,2598.0,2978.0,83.0,60.0,270.0,50.0,491.0,0.0,411.0,1119.0,1734.0,2575.0,0
1520,1520,355393.0,2,2,2,33,-1,-1,-1,-1,0,0,3554.0,154.0,-635.0,1258.0,3359.0,6464.0,1124.0,1576.0,7697.0,7005.0,3082.0,3461.0,0
1521,1521,143979.0,2,2,1,32,0,2,0,0,0,0,42759.0,32198.0,31777.0,17821.0,20267.0,23103.0,1851.0,1420.0,1130.0,1483.0,2095.0,63.0,0
1522,1522,317710.0,1,1,2,31,0,0,0,0,0,0,276951.0,331759.0,341168.0,152260.0,214725.0,412646.0,5440.0,5764.0,6151.0,9141.0,2368.0,4853.0,0
1523,1523,241884.0,1,3,1,51,0,0,0,0,0,0,72622.0,69173.0,112348.0,113482.0,127435.0,89774.0,4750.0,3043.0,2346.0,1605.0,1738.0,1659.0,0
1524,1524,123325.0,2,2,2,31,1,-1,-1,-1,-1,0,7754.0,-1615.0,1365.0,-1064.0,889.0,9579.0,148.0,137.0,996.0,4530.0,475.0,1257.0,0
1525,1525,20939.0,2,1,2,24,0,0,0,0,0,-1,32950.0,12900.0,339.0,-767.0,-707.0,-1367.0,802.0,1791.0,468.0,0.0,354.0,240.0,0
1526,1526,19976.0,1,2,2,32,2,3,2,2,0,3,-514.0,11595.0,54420.0,8800.0,24147.0,17185.0,1835.0,3241.0,277.0,1904.0,377.0,1824.0,1
1527,1527,235113.0,2,1,2,32,-1,-1,-1,-1,0,0,-876.0,1110.0,1909.0,2757.0,20378.0,15525.0,891.0,3242.0,1871.0,5435.0,2424.0,1063.0,0
1528,1528,81826.0,1,2,2,34,2,2,0,0,0,0,19151.0,28013.0,58435.0,57439.0,23752.0,33055.0,1524.0,2975.0,2140.0,3737.0,297.0,1886.0,0
1529,1529,270249.0,2,2,2,37,0,0,0,0,0,0,194801.0,138511.0,134618.0,125831.0,124198.0,136666.0,10020.0,1682.0,6612.0,5258.0,4450.0,4551.0,0
1530,1530,141696.0,2,5,2,24,1,2,-1,0,0,0,96404.0,46664.0,36471.0,19799.0,110517.0,23013.0,5.0,762.0,2063.0,7948.0,4791.0,5467.0,0
1531,1531,106420.0,2,2,1,58,0,0,0,0,0,0,39347.0,31931.0,33549.0,-419.0,1881.0,7129.0,2317.0,821.0,0.0,1312.0,41.0,1194.0,0
1532,1532,61219.0,2,2,2,27,2,2,2,3,0,0,1496.0,33264.0,60562.0,24058.0,24396.0,8258.0,0.0,261.0,351.0,7889.0,3082.0,1862.0,1
1533,1533,16679.0,1,2,2,33,0,0,0,0,0,0,9987.0,11558.0,4974.0,12368.0,1779.0,-4685.0,825.0,5393.0,786.0,5142.0,177.0,1998.0,0
1534,1534,147397.0,2,3,1,35,0,0,0,0,0,0,13629.0,44058.0,38520.0,25228.0,25159.0,17548.0,6444.0,1365.0,0.0,2196.0,1607.0,11767.0,0
1535,1535,332239.0,2,2,1,42,2,2,0,0,0,0,66043.0,156499.0,297162.0,76414.0,80810.0,109910.0,8082.0,8561.0,1716.0,4405.0,5489.0,420.0,0
1536,1536,406503.0,2,2,2,31,-1,-1,-2,-2,-1,-2,965.0,-1533.0,-1219.0,2058.0,1457.0,-573.0,0.0,0.0,240.0,0.0,161.0,4176.0,0
1537,1537,225263.0,2,1,2,36,-1,-1,-1,0,0,0,11696.0,687.0,6203.0,3563.0,8751.0,6175.0,738.0,6450.0,2231.0,12215.0,1163.0,4807.0,0
1538,1538,131412.0,1,1,2,33,-1,-1,-1,-1,-1,-1,-1710.0,241.0,153.0,1317.0,1702.0,-762.0,0.0,0.0,73.0,247.0,2720.0,2251.0,0
1539,1539,190064.0,1,2,1,62,-1,-1,-1,-1,-1,-1,18929.0,-1386.0,-510.0,11432.0,1557.0,14357.0,541.0,1559.0,444.0,2353.0,629.0,2902.0,0
1540,1540,44340.0,2,2,1,40,0,0,0,0,0,-1,48907.0,5125.0,33983.0,27217.0,23910.0,12028.0,0.0,498.0,1060.0,339.0,550.0,1369.0,1
1541,1541,265372.0,2,2,3,56,-1,-1,-1,-1,0,-1,-152.0,1829.0,277.0,1359.0,29196.0,-1461.0,895.0,2207.0,888.0,0.0,3630.0,1056.0,0
1542,1542,71508.0,2,2,1,23,0,0,0,0,0,0,45502.0,35925.0,32985.0,15784.0,27241.0,19018.0,785.0,3532.0,42.0,127.0,2207.0,2464.0,1
1543,1543,51652.0,2,2,2,29,0,0,0,0,0,0,43186.0,33701.0,16673.0,25895.0,3089.0,19825.0,0.0,1197.0,0.0,275.0,556.0,340.0,0
1544,1544,31505.0,2,6,2,23,0,0,0,0,0,2,8168.0,31817.0,4245.0,11778.0,270.0,8117.0,2395.0,2236.0,1804.0,470.0,2033.0,2714.0,0
1545,1545,87654.0,1,2,2,28,1,2,2,2,-1,-1,-935.0,913.0,-1617.0,2442.0,1949.0,-592.0,0.0,0.0,0.0,349.0,284.0,5295.0,1
1546,1546,159420.0,2,1,2,46,1,-2,-2,-1,0,-1,212.0,833.0,1348.0,1110.0,12203.0,83.0,3587.0,2492.0,5359.0,40672.0,5967.0,1428.0,0
1547,1547,188361.0,2,1,2,30,-1,-1,-1,-1,-1,-1,1475.0,1798.0,1052.0,266.0,708.0,-1490.0,1379.0,1520.0,2695.0,3270.0,578.0,2486.0,0
1548,1548,191032.0,2,1,2,34,3,-2,-2,-2,-2,-2,-71.0,1678.0,-1391.0,-1584.0,741.0,-1665.0,0.0,0.0,0.0,0.0,461.0,0.0,1
1549,1549,214276.0,1,2,2,29,1,-2,-2,-2,-2,-2,1168.0,1800.0,-2098.0,557.0,-217.0,-1211.0,0.0,0.0,736.0,0.0,335.0,98.0,0
1550,1550,53906.0,2,2,1,33,0,0,0,0,0,0,45392.0,27882.0,26762.0,45394.0,38802.0,55553.0,569.0,1291.0,2244.0,0.0,1180.0,0.0,0
1551,1551,51452.0,1,0,2,31,0,0,0,0,0,0,45565.0,25032.0,47994.0,29664.0,23129.0,22501.0,4477.0,1779.0,2819.0,1792.0,2205.0,369.0,0
1552,1552,117501.0,1,3,2,32,2,2,0,0,0,0,52996.0,14537.0,44905.0,34321.0,46630.0,39674.0,0.0,1798.0,1434.0,47.0,1525.0,2134.0,0
1553,1553,50229.0,1,3,1,48,2,0,0,0,0,0,55456.0,34741.0,47820.0,27230.0,9542.0,10377.0,142.0,177.0,1394.0,5960.0,119.0,4306.0,1
1554,1554,56424.0,1,2,2,25,0,0,0,-2,-2,-2,41330.0,29729.0,34791.0,1057.0,997.0,550.0,1807.0,0.0,0.0,0.0,0.0,143.0,1
1555,1555,84077.0,2,2,2,28,0,0,0,0,0,0,39225.0,26753.0,5120.0,17653.0,52820.0,48153.0,1372.0,1512.0,1486.0,202.0,666.0,2164.0,0
1556,1556,142014.0,2,2,2,33,-1,-1,-1,0,0,0,50207.0,36825.0,43591.0,7480.0,45507.0,61917.0,369.0,1320.0,4282.0,2842.0,7805.0,1817.0,0
1557,1557,66006.0,2,2,2,33,1,-1,0,0,0,0,91134.0,64554.0,87537.0,73378.0,52031.0,40844.0,167.0,1752.0,1244.0,1921.0,5254.0,1470.0,0
1558,1558,282746.0,1,1,2,44,-2,-2,-2,-2,-2,-2,-60.0,-1252.0,-3876.0,643.0,-203.0,213.0,0.0,431.0,447.0,0.0,422.0,0.0,0
1559,1559,65069.0,2,1,2,35,0,0,0,0,0,0,220420.0,343601.0,439135.0,318210.0,164851.0,333299.0,7758.0,3023.0,1642.0,8201.0,3339.0,16291.0,0
1560,1560,53004.0,1,2,2,47,0,0,0,0,0,0,54828.0,28109.0,80018.0,50013.0,54649.0,31531.0,1847.0,910.0,2160.0,6240.0,949.0,1.0,0
1561,1561,141612.0,2,1,2,31,0,0,0,0,0,0,61625.0,67042.0,78185.0,127814.0,46251.0,83161.0,662.0,2553.0,2761.0,684.0,2326.0,2261.0,0
1562,1562,53155.0,1,0,1,36,-1,0,0,0,-1,-2,8427.0,14814.0,2073.0,25002.0,8031.0,30761.0,6200.0,4683.0,351.0,58.0,434.0,72.0,0
1563,1563,16423.0,2,1,1,48,-1,0,-1,-1,-1,-1,39291.0,1087.0,1179.0,595.0,1171.0,-89.0,692.0,0.0,164.0,0.0,283.0,270.0,0
1564,1564,22511.0,2,6,1,44,-1,0,-1,-2,-1,-2,9227.0,19975.0,2262.0,1089.0,324.0,-1462.0,3473.0,302.0,0.0,0.0,0.0,270.0,0
1565,1565,182762.0,2,2,2,31,0,0,0,0,0,0,359319.0,298316.0,378936.0,215556.0,511141.0,274628.0,11493.0,12757.0,7982.0,10608.0,10754.0,3838.0,1
1566,1566,270626.0,2,3,2,36,-1,-1,-2,-2,-1,-1,-1035.0,1829.0,-321.0,2480.0,1778.0,-518.0,1308.0,76.0,0.0,0.0,222.0,1544.0,1
1567,1567,25697.0,1,3,2,29,0,0,-2,-2,-2,-2,8116.0,-951.0,-904.0,-771.0,-589.0,-1021.0,0.0,0.0,0.0,58.0,358.0,0.0,0
1568,1568,313550.0,1,1,2,27,-1,-2,-2,-2,-1,-2,-1012.0,-1674.0,-712.0,-33.0,879.0,-1541.0,0.0,924.0,2080.0,696.0,472.0,42.0,0
1569,1569,408190.0,1,0,1,35,-2,-2,-2,-1,-1,-1,14464.0,347262.0,19841.0,21356.0,13641.0,15245.0,8914.0,25422.0,9548.0,6339.0,88675.0,144759.0,0
1570,1570,20710.0,2,2,1,33,-1,-1,2,2,-1,-1,3807.0,3203.0,1756.0,2218.0,448.0,10315.0,377.0,205.0,0.0,234.0,536.0,0.0,1
1571,1571,20185.0,2,2,1,31,-1,3,2,-1,-1,-1,944.0,1018.0,-2250.0,-835.0,35.0,-483.0,1523.0,0.0,0.0,322.0,256.0,386.0,0
1572,1572,20897.0,1,2,2,31,0,0,0,0,0,0,35583.0,37897.0,82826.0,53184.0,9.0,25416.0,0.0,2673.0,1501.0,686.0,1662.0,400.0,0
1573,1573,63931.0,2,2,2,25,-2,-2,-2,-2,-2,-2,578.0,-886.0,-1963.0,297.0,-313.0,1557.0,17.0,446.0,1493.0,0.0,243.0,370.0,0
1574,1574,272081.0,1,0,2,57,-1,-1,-1,-1,-1,-1,-2008.0,-1345.0,-996.0,1722.0,1475.0,13095.0,29109.0,385.0,35717.0,1137.0,26049.0,1368.0,0
1575,1575,268785.0,1,1,2,32,0,0,0,0,0,0,199994.0,146905.0,128364.0,183420.0,146945.0,278226.0,3902.0,6424.0,3266.0,5307.0,2692.0,8047.0,0
1576,1576,21269.0,2,3,1,34,0,0,0,0,0,0,25368.0,91253.0,4989.0,14317.0,6734.0,29381.0,1313.0,3471.0,0.0,0.0,236.0,900.0,0
1577,1577,161035.0,1,2,2,33,0,0,0,0,0,0,72183.0,93123.0,76075.0,71524.0,89079.0,76327.0,1662.0,902.0,940.0,2168.0,3029.0,2360.0,0
1578,1578,48599.0,2,1,1,43,1,0,0,0,0,0,4006.0,25558.0,40392.0,17540.0,15280.0,35817.0,300.0,961.0,967.0,1357.0,799.0,1841.0,0
1579,1579,23645.0,2,3,0,27,1,2,0,0,0,0,11727.0,2070.0,20851.0,27023.0,22413.0,46478.0,178.0,3629.0,1199.0,1249.0,608.0,2067.0,0
1580,1580,242795.0,1,2,3,34,1,-2,-2,-2,-1,-2,237.0,306.0,-410.0,714.0,8184.0,-1859.0,73.0,1715.0,465.0,270.0,227.0,1834.0,0
1581,1581,53855.0,2,3,1,49,1,0,0,0,0,0,25137.0,32429.0,45768.0,43395.0,37124.0,34864.0,1107.0,1316.0,281.0,3038.0,4480.0,2171.0,0
1582,1582,282242.0,1,1,2,27,0,0,0,-2,-2,-2,11505.0,-1235.0,-2793.0,201.0,-1386.0,-924.0,234.0,0.0,0.0,649.0,102.0,0.0,0
1583,1583,260853.0,2,1,2,33,-1,-1,-1,0,0,0,269559.0,119973.0,177512.0,79505.0,195543.0,97920.0,10355.0,6491.0,11468.0,6694.0,7324.0,5737.0,0
1584,1584,50942.0,2,2,1,37,2,0,0,0,-1,-1,12086.0,19672.0,693.0,5881.0,2745.0,6109.0,1574.0,6137.0,0.0,707.0,136.0,3705.0,1
1585,1585,68089.0,2,1,2,30,0,0,0,0,0,0,242474.0,122575.0,69030.0,101177.0,305589.0,307988.0,88004.0,4069.0,1194.0,7548.0,4530.0,64168.0,0
1586,1586,204639.0,2,2,2,37,-1,0,0,0,0,0,472491.0,183183.0,292058.0,238372.0,236634.0,150834.0,4434.0,3126.0,8469.0,10086.0,29979.0,4455.0,0
1587,1587,118035.0,2,3,1,45,1,2,0,0,0,-1,-1563.0,-1301.0,92.0,22011.0,-523.0,3264.0,0.0,0.0,415.0,153.0,73.0,174.0,0
1588,1588,60132.0,1,2,1,29,0,0,0,0,0,0,45968.0,4860.0,49941.0,34827.0,18256.0,22773.0,610.0,152.0,1738.0,3858.0,1777.0,426.0,0
1589,1589,70449.0,2,2,3,51,0,0,0,0,0,0,92580.0,77002.0,91275.0,44034.0,56321.0,45434.0,2901.0,4209.0,1103.0,2330.0,4581.0,1704.0,0
1590,1590,261888.0,2,5,2,34,2,-1,0,0,0,0,204112.0,33732.0,4997.0,18148.0,19083.0,-88.0,551.0,2453.0,12975.0,535.0,0.0,2478.0,1
1591,1591,283053.0,1,2,1,37,2,0,0,0,0,0,70371.0,82237.0,55068.0,59077.0,112150.0,61594.0,3631.0,10606.0,5321.0,2930.0,1191.0,988.0,0
1592,1592,254679.0,2,1,2,26,0,-1,0,0,0,0,16482.0,2729.0,-1701.0,25897.0,20137.0,7490.0,1153.0,0.0,565.0,784.0,0.0,2749.0,0
1593,1593,45730.0,2,2,2,28,0,0,0,0,0,0,95431.0,36565.0,63635.0,18726.0,2220.0,10589.0,0.0,793.0,1754.0,186.0,246.0,303.0,0
1594,1594,56661.0,2,2,1,26,0,0,0,0,0,0,50310.0,18545.0,24848.0,27623.0,24390.0,22097.0,1372.0,1775.0,2311.0,0.0,1186.0,384.0,1
1595,1595,54375.0,1,3,1,52,0,0,0,0,0,0,298380.0,48527.0,42090.0,28529.0,21564.0,11.0,20698.0,8269.0,471.0,972.0,2231.0,2676.0,0
1596,1596,174399.0,1,3,1,49,0,0,0,0,0,0,110124.0,95962.0,106986.0,118354.0,220128.0,78027.0,11154.0,10323.0,3824.0,1559.0,3708.0,2987.0,0
1597,1597,15113.0,1,1,2,26,0,0,0,0,0,0,10116.0,12349.0,6487.0,5898.0,3388.0,3533.0,2167.0,0.0,61.0,248.0,397.0,0.0,0
1598,1598,264563.0,2,1,2,32,0,0,0,0,0,0,266253.0,257856.0,156208.0,268073.0,268600.0,116930.0,9104.0,17583.0,6409.0,17632.0,7372.0,3835.0,0
1599,1599,77519.0,2,3,2,52,1,2,0,0,0,0,79904.0,22690.0,25479.0,50800.0,31222.0,25290.0,798.0,2218.0,5403.0,337.0,887.0,2763.0,0
1600,1600,177244.0,2,1,2,33,-2,-2,-2,-2,-2,-2,1382.0,9477.0,-429.0,6479.0,9998.0,902.0,145.0,1925.0,763.0,3203.0,5423.0,4842.0,0
1601,1601,207233.0,2,2,1,32,-1,-1,-1,-1,-1,-1,16.0,162.0,-2904.0,905.0,647.0,2032.0,755.0,0.0,627.0,11.0,233.0,139.0,0
1602,1602,283979.0,2,1,2,26,2,0,0,0,0,0,177443.0,216254.0,217045.0,125834.0,168966.0,94113.0,5885.0,4993.0,4435.0,3969.0,5231.0,6841.0,1
1603,1603,246362.0,2,4,2,48,0,0,0,0,0,0,266453.0,108890.0,130528.0,134658.0,180895.0,168413.0,7685.0,10219.0,6719.0,8489.0,11844.0,5791.0,0
1604,1604,10626.0,2,1,2,26,-1,-1,-1,-1,-1,-1,3233.0,13038.0,5391.0,8014.0,9944.0,80.0,623.0,891.0,0.0,8773.0,227.0,352.0,0
1605,1605,175396.0,2,1,2,47,-1,-1,-1,-1,-1,-1,-365.0,-3634.0,47.0,-415.0,6013.0,-1459.0,447.0,358.0,271.0,9402.0,517.0,1116.0,0
1606,1606,269467.0,2,1,2,32,-1,-1,-1,-1,0,-1,27059.0,28864.0,58090.0,76097.0,57744.0,62208.0,9629.0,5770.0,28695.0,6413.0,92402.0,38446.0,0
1607,1607,22776.0,1,2,2,27,-1,-1,-1,-1,-1,0,11864.0,1408.0,1465.0,15473.0,1621.0,11249.0,1753.0,16682.0,459.0,1905.0,396.0,1370.0,0
1608,1608,30889.0,2,2,1,44,0,0,0,0,3,-1,8305.0,6745.0,6372.0,27182.0,764.0,1031.0,887.0,0.0,338.0,55.0,6.0,397.0,0
1609,1609,10000.0,2,2,1,34,1,2,2,2,0,-1,6321.0,-491.0,3082.0,-2096.0,12780.0,100.0,540.0,124.0,0.0,13.0,2007.0,77.0,0
1610,1610,114860.0,2,2,2,32,0,0,0,0,0,0,16238.0,9539.0,24376.0,13517.0,10124.0,17356.0,1339.0,3923.0,941.0,7527.0,9601.0,2559.0,1
1611,1611,239398.0,2,1,1,49,0,2,0,0,0,0,2361.0,6503.0,9373.0,13028.0,10464.0,12701.0,1084.0,0.0,2663.0,707.0,829.0,2013.0,0
1612,1612,50942.0,2,1,2,24,-1,-1,-1,0,0,0,8326.0,29898.0,47842.0,21864.0,27328.0,8867.0,1240.0,299.0,6002.0,5074.0,23720.0,24958.0,0
1613,1613,89929.0,2,1,2,35,0,0,0,0,0,0,243783.0,126456.0,141438.0,123309.0,99611.0,90283.0,1896.0,3328.0,1750.0,3185.0,3864.0,6170.0,0
1614,1614,268711.0,2,2,2,26,0,0,0,0,0,-2,18841.0,6452.0,-353.0,422.0,12225.0,1134.0,1665.0,981.0,953.0,291.0,456.0,2557.0,0
1615,1615,125036.0,2,3,1,33,0,0,0,0,2,0,339855.0,117397.0,210674.0,190185.0,144751.0,192811.0,5874.0,10067.0,1629.0,3943.0,4826.0,15080.0,0
1616,1616,261873.0,2,2,2,28,0,0,0,0,0,0,54895.0,36303.0,35166.0,48839.0,49620.0,59456.0,2000.0,2528.0,580.0,2145.0,1656.0,1947.0,0
1617,1617,315760.0,2,1,1,52,0,0,-1,-1,-1,-1,9592.0,6304.0,-579.0,10022.0,-686.0,-942.0,3066.0,0.0,202.0,3137.0,4551.0,1158.0,0
1618,1618,222923.0,2,3,1,35,0,0,0,-2,-2,-2,45259.0,43167.0,8312.0,-1211.0,1365.0,729.0,1096.0,687.0,540.0,0.0,0.0,9.0,0
1619,1619,10000.0,2,1,2,47,-1,-1,-1,-1,-1,-1,-688.0,12341.0,935.0,-91.0,461.0,-1307.0,0.0,405.0,48.0,481.0,315.0,0.0,1
1620,1620,21847.0,1,2,2,23,0,0,0,0,0,0,15996.0,3783.0,3246.0,9004.0,-1905.0,19121.0,1216.0,1267.0,202.0,544.0,184.0,1388.0,0
1621,1621,192307.0,2,4,2,30,1,-2,-2,-2,-2,-2,-3022.0,666.0,-1332.0,-803.0,825.0,-685.0,0.0,0.0,237.0,207.0,420.0,634.0,0
1622,1622,20900.0,2,5,1,33,0,0,0,-1,0,-2,38972.0,16820.0,-96.0,-187.0,46.0,-35.0,149.0,200.0,0.0,40.0,123.0,0.0,0
1623,1623,168078.0,1,1,2,38,0,0,0,0,0,0,309417.0,136585.0,206310.0,143918.0,264491.0,123407.0,16780.0,5968.0,5453.0,7129.0,10688.0,8593.0,0
1624,1624,312007.0,1,1,1,56,-1,-1,-1,-1,-1,-1,4093.0,2177.0,-378.0,-1117.0,10.0,-1989.0,3437.0,1448.0,0.0,17691.0,463.0,3666.0,0
